loan_id,funded_amount,funded_date,duration_years,duration_months,_10_yr_treasury_index_date_funded,interest_rate_percent,interest_rate,payments,total_past_payments,loan_balance,property_value,purpose,firstname,middlename,lastname,social,phone,title,employment_length,building_class_category,tax_class_at_present,building_class_at_present,address_1,address_2,zip_code,city,state,total_units,land_square_feet,gross_square_feet,tax_class_at_time_of_sale
LL0000592,1788000.0,2016-11-26,30,360,2.3572,3.955,0.03955,8489.86,37,1473875.01,1964550.0,home,Kyler,Mario,Barrett,774-20-4858,366-433-1327,Vice President,3,07 RENTALS - WALKUP APARTMENTS,2A,C2,39 SCHAEFER STREET,5,10279,New York City,NY,5,2500.0,3875.0,2
LL0000285,1780000.0,2019-11-19,30,360,1.79,3.388,0.03388,7882.13,1,1772117.87,1962150.0,home,Jimena,Tiffany,Strickland,881-66-6278,876-903-1213,Vice President,12,04 TAX CLASS 1 CONDOS,1C,R6,731 DEAN STREET,2,10104,New York City,NY,1,0.0,0.0,1
LL0001212,1690000.0,2015-01-26,30,360,1.83,3.428,0.03428,7521.1,59,1246255.37,1960050.0,investment property,Ariana,Elizabeth,Carter,274-32-9161,229-329-6161,VP of Fleet,17,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,304 WARREN STREET,2,10041,New York City,NY,1,0.0,0.0,2
LL0001123,1730000.0,2017-04-07,30,360,2.3822,3.981,0.0398,8239.35,32,1466340.81,1959950.0,commerical property,August,Trevor,Chance,263-83-0444,867-589-9670,Senior UI Developer,16,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,148 WEST 121 STREET,1,10016,New York City,NY,1,,,2
LL0001396,1880000.0,2018-12-12,30,360,2.91,4.508,0.04508,9534.62,12,1765584.53,1959250.0,home,Averie,Marilyn,Navarro,444-11-4505,862-651-8032,Executive Director,8,12 CONDOS - WALKUP APARTMENTS,2,R2,11 WEST 104 STREET,9,10165,New York City,NY,1,,,2
LL0000579,1704000.0,2015-12-01,15,180,2.15,3.448,0.03448,12138.13,49,1109231.55,1958600.0,commerical property,Wyatt,Gabriel,Sams,691-65-7042,758-247-7716,Senior Vice President,1,13 CONDOS - ELEVATOR APARTMENTS,2,R4,505 GREENWICH STREET,11F,10081,New York City,NY,1,,,2
LL0000154,1690000.0,2012-01-02,30,360,1.89,3.488,0.03488,7577.54,95,970133.77,1956050.0,home,Kennedy,Madison,Nguyen,567-14-1738,328-807-2564,Partner,10,13 CONDOS - ELEVATOR APARTMENTS,2,R4,303 EAST 49TH ST,5,10110,New York City,NY,1,,,2
LL0001586,1812000.0,2018-10-08,30,360,3.23,4.828,0.04828,9537.63,14,1678473.21,1954500.0,home,Oscar,Preston,Osborne,817-42-2893,204-239-6187,FINANCIAL ADVISOR,11,13 CONDOS - ELEVATOR APARTMENTS,2,R4,18 WEST 48TH STREET,33D,10153,New York City,NY,1,,,2
LL0001393,1890000.0,2016-07-22,30,360,1.57,3.168,0.03168,8140.58,41,1556236.17,1952900.0,investment property,Carlos,Brody,Clinton,680-80-2303,686-985-7370,SENIOR TECH,2,12 CONDOS - WALKUP APARTMENTS,2,R2,61 GREEN STREET,1,10103,New York City,NY,1,0.0,0.0,2
LL0001096,1700000.0,2016-01-17,15,180,2.03,3.328,0.03328,12009.92,47,1135533.75,1952250.0,home,Archer,Warren,Chavarria,683-41-3623,436-391-6156,President,13,13 CONDOS - ELEVATOR APARTMENTS,2,R4,303 E 49TH STREET,7,10103,New York City,NY,1,,,2
LL0001711,1692000.0,2015-08-26,30,360,2.18,3.778,0.03778,7862.82,52,1283133.2,1951450.0,home,Allen,Colt,Hancock,917-94-3866,896-283-9638,Partner,14,04 TAX CLASS 1 CONDOS,1C,R6,658 UNION STREET,3,10158,New York City,NY,1,0.0,0.0,1
LL0001481,1690000.0,2015-07-25,30,360,2.27,3.868,0.03868,7940.24,53,1269167.2,1951050.0,investment property,Omar,Jax,Chapman,695-99-2782,577-689-0915,attorney,4,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,92 LEFFERTS PLACE,1,10024,New York City,NY,1,0.0,0.0,2
LL0000534,1670000.0,2014-07-24,30,360,2.52,4.118,0.04118,8086.86,65,1144354.09,1949350.0,commerical property,Elizabeth,Madison,Villarreal,259-52-6011,871-131-3579,Marketing Manager,16,04 TAX CLASS 1 CONDOS,1A,R3,349 16TH STREET,2,10105,New York City,NY,1,0.0,0.0,1
LL0001431,1644000.0,2013-02-27,30,360,1.91,3.508,0.03508,7389.64,82,1038049.67,1948950.0,investment property,Peyton,Ava,Cox,806-18-4701,993-771-2555,HR Manager,4,13 CONDOS - ELEVATOR APARTMENTS,2,R4,540 WEST 49TH   STREET,104N,10105,New York City,NY,1,,,2
LL0000809,1720000.0,2014-01-25,30,360,2.75,4.348,0.04348,8560.34,71,1112216.07,1948350.0,commerical property,Peter,Riley,Mcguire,448-50-8145,297-845-0889,physician,8,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,179 UNION STREET,1,10166,New York City,NY,1,0.0,0.0,2
LL0001515,1770000.0,2013-08-05,30,360,2.67,4.268,0.04268,8726.0,76,1106824.16,1947000.0,investment property,Aiden,Collin,Rojas,816-81-9294,270-954-8686,Executive,3,07 RENTALS - WALKUP APARTMENTS,2A,C3,2078 EAST 28TH STREET,4,10040,New York City,NY,4,2800.0,2484.0,2
LL0001090,1704000.0,2013-04-24,30,360,1.73,3.328,0.03328,7489.06,80,1104875.35,1946150.0,investment property,James,Knox,Gross,995-08-6380,892-709-0807,Owner,14,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,94 LEFFERTS PLACE,1,10103,New York City,NY,1,0.0,0.0,2
LL0000384,1824000.0,2019-12-04,30,360,1.77,3.368,0.03368,8056.77,0,1824000.0,1945400.0,commerical property,Manuel,Jay,Grier,518-76-9473,807-009-8895,General Manager,13,04 TAX CLASS 1 CONDOS,1C,R6,78 SOUTH 3RD STREET,2,10102,New York City,NY,1,0.0,0.0,1
LL0001398,1640000.0,2013-04-17,30,360,1.73,3.328,0.03328,7207.78,80,1063377.69,1942500.0,commerical property,Lane,Mario,Larsen,527-01-3441,520-496-4277,Managing Director,17,07 RENTALS - WALKUP APARTMENTS,2A,C2,290 EAST 2ND STREET,6,10107,New York City,NY,6,3000.0,4968.0,2
LL0001523,1800000.0,2012-03-13,15,180,2.14,3.438,0.03438,12813.15,93,608376.92,1942500.0,investment property,Cooper,Hudson,Ortega,725-58-3736,480-228-6952,Solution Sales Executive,8,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,150 NELSON STREET,2,10044,New York City,NY,1,0.0,0.0,2
LL0001435,1660000.0,2014-06-08,30,360,2.6,4.198,0.04198,8115.75,66,1124360.67,1941650.0,investment property,Caleb,Anthony,Dickerson,748-76-8841,912-975-4070,Nuclear Engineering Supervisor,13,04 TAX CLASS 1 CONDOS,1A,R3,349 16TH STREET,4,10013,New York City,NY,1,0.0,0.0,1
LL0000217,1860000.0,2018-11-16,30,360,3.08,4.678,0.04678,9622.08,13,1734912.91,1940550.0,investment property,Ezekiel,Raymond,Pfeiffer,444-70-8774,701-389-1727,truck driver,1,12 CONDOS - WALKUP APARTMENTS,2,R2,61 GREEN STREET,6,10249,New York City,NY,1,0.0,0.0,2
LL0000783,1788000.0,2018-03-22,30,360,2.83,4.428,0.04428,8983.2,21,1599352.75,1940500.0,home,Miguel,Ryker,Miranda,345-34-2376,457-719-8093,"RN, Resident Services Coordinator ",9,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,44 WEST 106 ST,2,10022,New York City,NY,1,,,2
LL0001277,1730000.0,2018-05-02,30,360,2.97,4.568,0.04568,8835.69,19,1562121.83,1940450.0,home,Margaret,Leilani,Romero,533-06-7413,965-751-7207,Senior Database Engineer,4,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,212 ECKFORD STREET,2,10118,New York City,NY,1,0.0,0.0,2
LL0000817,1872000.0,2019-07-18,30,360,2.04,3.638,0.03638,8550.98,5,1829245.08,1940350.0,investment property,Clara,Emily,Butler,272-32-0222,325-253-3782,Project Manager,18,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,559 CARROLL STREET,2,10081,New York City,NY,1,0.0,0.0,2
LL0001519,1750000.0,2016-03-06,30,360,1.88,3.478,0.03478,7836.81,45,1397343.7,1939800.0,commerical property,David,Dawson,Gilbert,919-50-3395,644-218-7065,Branch Operations Manager,11,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,306 12TH STREET,4,10102,New York City,NY,1,0.0,0.0,2
LL0000833,1860000.0,2019-01-12,30,360,2.71,4.308,0.04308,9213.35,11,1758653.17,1937700.0,home,Mia,Ava,York,233-35-2192,588-013-4541,"Sr. Director, Analytics",2,04 TAX CLASS 1 CONDOS,1A,R3,305 WARREN STREET,1,10039,New York City,NY,1,0.0,0.0,1
LL0000906,1830000.0,2014-03-13,30,360,2.66,4.258,0.04258,9011.07,69,1208235.98,1936000.0,home,Kaleb,Bennett,Mack,440-31-5814,457-504-0633,Physician,8,04 TAX CLASS 1 CONDOS,1C,R6,113 ST MARKS PLACE,2,10008,New York City,NY,1,0.0,0.0,1
LL0001240,1680000.0,2012-07-23,15,180,1.47,2.768,0.02768,11415.24,89,664043.75,1935900.0,commerical property,Thomas,King,Kitchen,644-44-9757,748-695-0341,Regional Vice President,11,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,706 UNION STREET,2,10029,New York City,NY,1,0.0,0.0,2
LL0000101,1730000.0,2018-09-18,30,360,3.05,4.648,0.04648,8918.44,15,1596223.35,1933500.0,home,Jax,Nicolas,Salinas,131-07-3114,648-171-1698,Sales Consultant,4,04 TAX CLASS 1 CONDOS,1C,R6,382 BERGEN STREET,2,10034,New York City,NY,1,0.0,0.0,1
LL0000483,1700000.0,2013-10-16,30,360,2.69,4.288,0.04288,8400.84,74,1078337.83,1933400.0,investment property,Dawson,Zion,Shepherd,603-32-7473,201-371-1208,account executive,10,04 TAX CLASS 1 CONDOS,1C,R6,144 ST JOHNS PLACE,2,10119,New York City,NY,1,0.0,0.0,1
LL0001545,1680000.0,2016-01-05,30,360,2.25,3.848,0.03848,7874.06,47,1309919.2,1932850.0,commerical property,Andres,Trenton,Linder,434-74-9231,852-320-1584,Owner/partial,4,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,338 CLINTON AVENUE,2,10113,New York City,NY,1,0.0,0.0,2
LL0001737,1860000.0,2016-02-02,30,360,1.87,3.468,0.03468,8319.04,46,1477324.07,1931450.0,investment property,Michael,Paxton,Obrien,107-68-3592,232-308-6575,General manager,17,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,563 CARROLL STREET,2,10104,New York City,NY,1,0.0,0.0,2
LL0001468,1810000.0,2019-12-05,30,360,1.8,3.398,0.03398,8025.0,0,1810000.0,1931350.0,home,Allison,Mia,Adams,976-17-6692,668-398-2871,VP,2,13 CONDOS - ELEVATOR APARTMENTS,2,R4,241 FIFTH AVENUE,10C,10045,New York City,NY,1,,,2
LL0001366,1690000.0,2013-05-24,30,360,2.01,3.608,0.03608,7691.11,79,1082402.66,1930650.0,commerical property,Esme,Amelia,Johnson,453-24-8904,984-790-1120,Project Specialist,18,07 RENTALS - WALKUP APARTMENTS,2B,C1,363 EAST 21ST   STREET,11,10002,New York City,NY,8,2428.0,5920.0,2
LL0000294,1800000.0,2016-03-20,30,360,1.88,3.478,0.03478,8060.72,45,1437267.8,1929100.0,home,Steven,Kingston,Gill,711-20-5995,402-227-6093,VP Sales,4,07 RENTALS - WALKUP APARTMENTS,2A,C2,1149 39TH STREET,6,10006,New York City,NY,6,2284.0,5472.0,2
LL0001723,1730000.0,2018-12-27,30,360,2.77,4.368,0.04368,8630.49,12,1626434.08,1928500.0,investment property,Briana,Marlee,Mullins,534-04-3728,264-094-8481,Attorney,13,04 TAX CLASS 1 CONDOS,1A,R3,1642 41ST STREET,2,10175,New York City,NY,1,0.0,0.0,1
LL0001554,1810000.0,2013-08-09,15,180,2.57,3.868,0.03868,13268.94,76,801560.66,1926800.0,commerical property,Luke,Lucas,Horn,148-44-4229,758-338-7371,General Manager,18,04 TAX CLASS 1 CONDOS,1C,R6,1639 46TH STREET,2,10034,New York City,NY,1,0.0,0.0,1
LL0001483,1640000.0,2014-04-07,30,360,2.71,4.308,0.04308,8123.6,68,1087595.37,1924750.0,commerical property,Jackson,Silas,Royal,580-94-4710,276-008-1746,Principal,13,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,1241 42ND   STREET,1,10168,New York City,NY,1,0.0,0.0,2
LL0001662,1668000.0,2015-11-08,30,360,2.34,3.938,0.03938,7903.78,49,1280714.68,1923750.0,investment property,Brittany,Jamie,Deleon,161-50-3503,605-547-8694,Senior Associate,8,07 RENTALS - WALKUP APARTMENTS,2A,C2,1277 DECATUR STREET,6,10129,New York City,NY,6,2500.0,4725.0,2
LL0001391,1710000.0,2014-11-25,30,360,2.27,3.868,0.03868,8034.21,61,1219913.26,1923150.0,investment property,Seth,Erick,Guerra,248-83-7331,262-389-8147,RN,13,07 RENTALS - WALKUP APARTMENTS,2A,C3,922 40TH STREET,4,10001,New York City,NY,4,2003.0,2600.0,2
LL0000098,1900000.0,2018-09-26,30,360,3.06,4.658,0.04658,9806.21,15,1752906.83,1923100.0,home,Angelica,Giuliana,Blake,253-11-5883,991-386-8751,Dentist,2,13 CONDOS - ELEVATOR APARTMENTS,2,R4,500 4 AVENUE,11F,10122,New York City,NY,1,0.0,0.0,2
LL0001694,1860000.0,2019-11-19,30,360,1.79,3.388,0.03388,8236.38,1,1851763.62,1922150.0,investment property,Lila,Alayna,Knight,981-59-9176,681-860-4023,Consultant,5,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,267 1 STREET,8,10055,New York City,NY,1,0.0,0.0,2
LL0000142,1848000.0,2019-04-26,30,360,2.51,4.108,0.04108,8938.08,8,1776495.33,1920500.0,investment property,Brooklynn,Arabella,Moreno,161-20-2625,624-773-1876,"VP, Counsel",6,07 RENTALS - WALKUP APARTMENTS,2A,C2,624 EAST 17TH STREET,6,10174,New York City,NY,6,4000.0,6200.0,2
LL0000245,1740000.0,2016-09-14,30,360,1.6976,3.296,0.03296,7616.59,39,1442953.06,1920200.0,home,Santiago,Gunner,Clemens,702-94-3080,911-108-1434,Partner,14,12 CONDOS - WALKUP APARTMENTS,2,R2,30 WEST 9TH   STREET,8,10011,New York City,NY,1,,,2
LL0000936,1812000.0,2017-05-28,30,360,2.2465,3.845,0.03845,8489.63,31,1548821.41,1919400.0,investment property,Adrian,Landon,Castaneda,226-54-9245,493-417-7291,Financial Advisor,12,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,377 STERLING PLACE,3,10018,New York City,NY,1,0.0,0.0,2
LL0000546,1660000.0,2015-10-15,30,360,2.04,3.638,0.03638,7582.6,50,1280869.85,1916950.0,commerical property,Aiden,Noah,Dowling,612-10-8318,966-557-5858,SR. Director,17,03 THREE FAMILY DWELLINGS,1,C0,337 CHAUNCEY STREET,6,10087,New York City,NY,3,2500.0,4725.0,1
LL0000582,1632000.0,2014-05-11,15,180,2.62,3.918,0.03918,12004.75,67,827681.45,1915050.0,home,Francisco,Roberto,Corral,312-41-3699,553-890-7252,VP Global Integrated Solutions,2,07 RENTALS - WALKUP APARTMENTS,2B,C1,1575 DEKALB AVENUE,8,10018,New York City,NY,8,3100.0,8060.0,2
LL0000935,1710000.0,2012-01-24,30,360,2.08,3.678,0.03678,7849.58,95,964290.26,1914950.0,investment property,Myah,Isabella,Johnson,978-23-2847,443-331-9253,Senior consultant,10,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,706 UNION STREET,3,10006,New York City,NY,1,0.0,0.0,2
LL0001401,1710000.0,2018-09-13,30,360,2.97,4.568,0.04568,8733.55,15,1578996.8,1913750.0,home,Brantley,Zane,Vick,735-22-8105,383-087-3947,FINANCE DIRECTOR,2,04 TAX CLASS 1 CONDOS,1C,R6,503 HALSEY STREET,1,10281,New York City,NY,1,0.0,0.0,1
LL0001681,1610000.0,2013-03-23,15,180,1.93,3.228,0.03228,11295.76,81,695043.42,1913750.0,home,Kyrie,Sergio,Horton,333-18-1996,647-590-5485,President,7,07 RENTALS - WALKUP APARTMENTS,2A,C2,2381 85TH STREET,6,10115,New York City,NY,6,2800.0,5040.0,2
LL0000981,1830000.0,2018-10-01,30,360,3.09,4.688,0.04688,9477.88,15,1687831.84,1912850.0,investment property,Noah,Caro,Johnson,301-74-7319,680-913-0866,Sr VP,16,13 CONDOS - ELEVATOR APARTMENTS,2,R4,85 SMITH STREET,11F,10026,New York City,NY,1,0.0,0.0,2
LL0000088,1840000.0,2016-02-20,30,360,1.76,3.358,0.03358,8117.27,46,1466605.79,1910550.0,home,Emilio,Corey,Bales,977-93-4448,812-268-9692,Physician,10,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,1122 41ST   STREET,3,10260,New York City,NY,1,0.0,0.0,2
LL0001555,1730000.0,2016-09-26,30,360,1.5839,3.182,0.03182,7464.66,39,1438878.43,1909600.0,commerical property,Ethan,Kason,Brown,693-45-4358,559-334-3772,General Manager,1,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,306 12TH STREET,3,10106,New York City,NY,1,0.0,0.0,2
LL0000259,1860000.0,2017-04-26,30,360,2.3035,3.902,0.03902,8775.16,32,1579194.88,1909000.0,commerical property,Luke,Anthony,Perez,797-03-3779,944-618-5958,Owner,15,07 RENTALS - WALKUP APARTMENTS,2A,C3,1269 38TH   STREET,4,10040,New York City,NY,4,1807.0,2800.0,2
LL0001660,1788000.0,2013-06-10,30,360,2.22,3.818,0.03818,8349.65,78,1136727.36,1907800.0,home,Martin,Garrett,Wong,207-52-4763,231-698-7034,Partner,8,07 RENTALS - WALKUP APARTMENTS,2A,C2,231 ELDERT STREET,6,10043,New York City,NY,6,2500.0,4875.0,2
LL0000784,1780000.0,2016-05-03,30,360,1.81,3.408,0.03408,7901.86,43,1440219.85,1906900.0,commerical property,Muhammad,Grady,Wiggins,530-68-5890,929-272-6887,Physician,9,13 CONDOS - ELEVATOR APARTMENTS,2,R4,15 WILLIAM STREET,33B,10040,New York City,NY,1,,,2
LL0000501,1830000.0,2015-10-20,30,360,2.08,3.678,0.03678,8400.42,50,1409978.82,1906700.0,home,Adriel,Manuel,Sandoval,272-65-4768,775-391-7892,VP,3,12 CONDOS - WALKUP APARTMENTS,2,R2,53 WEST 76TH   STREET,9,10013,New York City,NY,1,,,2
LL0000550,1850000.0,2016-12-02,30,360,2.3831,3.981,0.03981,8811.93,36,1532770.5,1906250.0,investment property,Jose,Dominic,Contreras,576-68-3662,450-424-0687,President,13,07 RENTALS - WALKUP APARTMENTS,2A,C2,1278 HALSEY STREET,6,10018,New York City,NY,6,2650.0,5485.0,2
LL0001527,1660000.0,2013-02-11,30,360,1.99,3.588,0.03588,7535.92,82,1042054.25,1905750.0,investment property,Timothy,Everett,Todd,379-76-8760,957-003-3902,"Vice President, Advanced Advertising",13,07 RENTALS - WALKUP APARTMENTS,2B,C1,230 MANHATTAN AVE,8,10249,New York City,NY,8,2500.0,5000.0,2
LL0001637,1630000.0,2014-10-08,30,360,2.35,3.948,0.03948,7733.08,62,1150548.82,1905550.0,commerical property,Jayla,Jordan,Bishop,245-77-0427,457-171-7992,Partner,17,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,227 SKILLMAN STREET,3,10173,New York City,NY,1,0.0,0.0,2
LL0001374,1840000.0,2019-09-24,30,360,1.64,3.238,0.03238,7995.68,3,1816012.95,1904950.0,investment property,Caden,Brian,Hansen,401-94-5011,642-304-7260,Sales,7,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,350 DE GRAW STREET,4,10172,New York City,NY,1,0.0,0.0,2
LL0000121,1700000.0,2015-05-09,30,360,2.16,3.758,0.03758,7880.68,55,1266562.37,1904900.0,investment property,Emmanuel,Ivan,Malone,155-48-7905,740-862-1656,general manager,1,04 TAX CLASS 1 CONDOS,1C,R6,201 HUNTINGTON STREET,2,10178,New York City,NY,1,0.0,0.0,1
LL0001600,1810000.0,2014-11-07,30,360,2.32,3.918,0.03918,8555.87,61,1288091.91,1904050.0,home,Caleb,Wyatt,Baker,861-00-0253,904-309-8059,Physician,2,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,92 LEFFERTS PLACE,4,10003,New York City,NY,1,0.0,0.0,2
LL0000096,1800000.0,2017-08-11,30,360,2.1888,3.787,0.03787,8373.92,28,1565530.32,1903650.0,investment property,Kenna,Elizabeth,Johnson,143-52-7190,657-718-8599,Physician and Surgeon,15,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,96 LEFFERTS PLACE,1,10112,New York City,NY,1,0.0,0.0,2
LL0001034,1690000.0,2015-01-11,30,360,1.98,3.578,0.03578,7662.63,59,1237904.87,1900800.0,investment property,Julius,Johnathan,Shelton,876-65-8376,260-901-2596,CEO,14,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,200 23RD   STREET,4,10026,New York City,NY,1,0.0,0.0,2
LL0000628,1824000.0,2015-10-19,15,180,2.04,3.338,0.03338,12894.83,50,1179258.32,1900750.0,commerical property,Camille,Talia,Montgomery,346-50-6186,672-319-5069,Sales executive,7,13 CONDOS - ELEVATOR APARTMENTS,2,R4,214 RICHARDSON STREET,3,10009,New York City,NY,1,0.0,0.0,2
LL0000747,1660000.0,2016-10-17,30,360,1.766,3.364,0.03364,7328.69,38,1381509.66,1898550.0,commerical property,Caden,Alejandro,Glover,834-87-4604,913-363-3327,Sales Director,18,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,151 LENOX AVE,3,10019,New York City,NY,1,,,2
LL0001283,1770000.0,2016-04-11,30,360,1.73,3.328,0.03328,7779.13,44,1427718.4,1898000.0,commerical property,Oliver,Cristian,Harmon,556-02-7150,948-279-5750,Pilot Captain,17,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,916 PACIFIC STREET,4,10008,New York City,NY,1,0.0,0.0,2
LL0001487,1788000.0,2017-07-08,30,360,2.3856,3.984,0.03984,8519.7,29,1540928.68,1893350.0,investment property,Andrew,David,Rowell,370-15-5543,999-714-1882,Professor,6,13 CONDOS - ELEVATOR APARTMENTS,2,R4,333 WEST 56TH   STREET,11E,10168,New York City,NY,1,,,2
LL0001163,1680000.0,2018-03-21,30,360,2.89,4.488,0.04488,8500.34,21,1501492.89,1892550.0,commerical property,Bentley,Xavier,Ortiz,508-60-7183,522-841-3874,Senior Vice President,4,07 RENTALS - WALKUP APARTMENTS,2B,C1,2240 PACIFIC STREET,6,10037,New York City,NY,8,2411.0,5280.0,2
LL0000184,1720000.0,2013-11-26,30,360,2.71,4.308,0.04308,8519.87,73,1098049.45,1891350.0,investment property,Clark,Skyler,Hutchinson,878-59-0443,823-100-4886,Head of Product Management,7,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,200 23RD   STREET,1,10060,New York City,NY,1,0.0,0.0,2
LL0000859,1870000.0,2018-11-24,30,360,3.05,4.648,0.04648,9640.17,13,1744677.83,1890150.0,home,Karson,Titus,Roberson,762-02-8059,861-921-7832,Anesthesiologist,5,07 RENTALS - WALKUP APARTMENTS,2A,C2,2361 ATLANTIC AVENUE,6,10044,New York City,NY,6,2465.0,3750.0,2
LL0000645,1750000.0,2015-08-15,30,360,2.2,3.798,0.03798,8152.26,52,1326082.41,1890000.0,investment property,Felicity,Elle,Espinoza,799-53-2675,509-725-7855,Director,6,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,722 CARROLL STREET,4,10177,New York City,NY,1,0.0,0.0,2
LL0000632,1690000.0,2015-08-18,30,360,2.2,3.798,0.03798,7872.76,52,1280616.73,1889850.0,home,Lilah,Arielle,Frazier,491-05-8107,867-019-8909,Operations Manager,12,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,61 JAVA STREET,6,10019,New York City,NY,1,0.0,0.0,2
LL0001548,1710000.0,2016-09-22,30,360,1.6183,3.217,0.03217,7411.09,39,1420967.4,1889800.0,home,Aaron,Jack,Cornett,530-23-6576,669-080-6534,Regional Director,11,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,317 S. 4TH STREET,2,10005,New York City,NY,1,0.0,0.0,2
LL0001670,1690000.0,2018-12-04,30,360,2.91,4.508,0.04508,8571.02,12,1587147.8,1889650.0,home,Jayce,Silas,Woods,921-52-2982,815-864-2201,Owner,12,07 RENTALS - WALKUP APARTMENTS,2A,C2,2116 REGENT PLACE,12,10081,New York City,NY,6,2708.0,6318.0,2
LL0001575,1790000.0,2017-12-07,30,360,2.37,3.968,0.03968,8512.74,24,1585694.14,1887750.0,home,Skylar,Charlotte,Ramirez,287-63-5113,733-346-3524,"GM, Microsoft",8,07 RENTALS - WALKUP APARTMENTS,2A,C2,2102 REGENT PLACE,12,10032,New York City,NY,6,2700.0,6318.0,2
LL0000711,1630000.0,2015-10-18,30,360,2.04,3.638,0.03638,7445.57,50,1257721.6,1886800.0,investment property,Ezekiel,Kai,Mason,164-28-7632,789-274-3655,Director,16,07 RENTALS - WALKUP APARTMENTS,2A,C2,2108 REGENT PLACE,12,10017,New York City,NY,6,2700.0,6318.0,2
LL0000119,1632000.0,2012-08-21,15,180,1.8,3.098,0.03098,11347.37,88,633431.24,1886450.0,commerical property,Melissa,Elaina,Garrett,322-32-4773,742-160-7246,Wealth Advisor,3,07 RENTALS - WALKUP APARTMENTS,2A,C2,2112 REGENT PLACE,12,10159,New York City,NY,6,2700.0,6318.0,2
LL0000725,1830000.0,2016-11-28,30,360,2.3124,3.911,0.03911,8643.06,37,1510206.61,1886450.0,commerical property,Leslie,Annalise,Sharp,414-95-7902,939-514-0841,General Manager,17,07 RENTALS - WALKUP APARTMENTS,2A,C3,1278 85TH STREET,4,10151,New York City,NY,4,2575.0,3450.0,2
LL0000682,1790000.0,2014-09-28,30,360,2.54,4.138,0.04138,8688.76,63,1242608.42,1886050.0,home,Cecilia,Gabrielle,Stephens,852-85-7361,719-042-9358,Vice President- Sales,10,13 CONDOS - ELEVATOR APARTMENTS,2,R4,385 1 AVENUE,11F,10174,New York City,NY,1,,,2
LL0001218,1728000.0,2014-10-06,30,360,2.43,4.028,0.04028,8277.65,62,1214785.41,1883650.0,home,Selah,Kara,Moody,397-13-9509,988-795-4612,Owner,11,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,94 LEFFERTS PLACE,4,10249,New York City,NY,1,0.0,0.0,2
LL0001580,1780000.0,2017-09-03,30,360,2.1657,3.764,0.03764,8257.6,27,1557044.68,1882500.0,commerical property,Ian,Angel,Goddard,158-60-5650,217-395-2518,Anesthesiologist,14,12 CONDOS - WALKUP APARTMENTS,2,R2,92 PERRY STREET,8,10120,New York City,NY,1,,,2
LL0000212,1720000.0,2014-05-25,30,360,2.54,4.138,0.04138,8348.97,67,1160618.91,1882350.0,investment property,Angel,Aaron,Chase,356-09-1488,219-245-4611,Corp. Director of Planning,8,13 CONDOS - ELEVATOR APARTMENTS,2,R4,527 CATHEDRAL PARKWAY,23,10161,New York City,NY,1,,,2
LL0001151,1728000.0,2018-02-17,30,360,2.87,4.468,0.04468,8722.7,22,1536100.66,1882150.0,commerical property,Gracelyn,Annabella,Reeves,390-03-7383,851-743-8214,shift supervisor,3,13 CONDOS - ELEVATOR APARTMENTS,2,R4,40 WEST 116TH,B302,10028,New York City,NY,1,,,2
