client_id,sex,fulldate,day_,month_,year_,date_,age,social,first_,middle,last_,phone,email,address_1,address_2,city,state,zipcode,district_id
C00000300,Female,1977-07-30,30,7,1977,1977-07-30,42,524-31-1409,Kendall,Ximena,Jimenez,212-892-4981,kendall.jimenez@gmail.com,250 Cactus St.,,New York City,NY,10031,1
C00000301,Male,1962-01-10,10,1,1962,1962-01-10,58,805-81-3602,Eric,Jaleel,Hicks,962-197-6691,eric.hicks@gmail.com,46 Nut Swamp St.,,Anchorage,AK,40466,28
C00000302,Male,1991-02-23,23,2,1991,1991-02-23,28,218-97-8567,Ivan,Jariel,Dixon,617-820-3734,ivan.dixon4@outlook.com,835 Washington Road,,Cambridge,MA,2138,56
C00000303,Male,1966-05-06,6,5,1966,1966-05-06,53,153-52-2341,Emmett,Jayvon,Hunt,681-981-1762,emmett.hunt4@gmail.com,9460 Marconi Lane,,Chicago,IL,46304,74
C00000304,Female,1954-03-11,11,3,1954,1954-03-11,65,262-89-2842,Melody,Jade,Porter,101-281-4226,melody.porter229@gmail.com,42 W. Indian Spring St.,,Atlanta,GA,46716,19
C00000305,Male,1958-06-08,8,6,1958,1958-06-08,61,341-87-2883,Kaiden,Jordon,Palmer,948-418-8278,kaiden.palmer115@gmail.com,168 Bowman Road,,San Diego,CA,41405,46
C00000308,Female,1996-06-12,12,6,1996,1996-06-12,23,590-95-1999,Isabel,Liliana,Mason,547-229-6091,isabel.mason@outlook.com,9276 Snake Hill St.,,Cranston,RI,40710,68
C00000309,Female,1989-12-14,14,12,1989,1989-12-14,30,323-87-5746,Brooke,Brielle,Shaw,189-545-5559,brooke.shaw@gmail.com,3 Sycamore St.,,Jackson,MS,49232,37
C00000310,Male,1970-04-16,16,4,1970,1970-04-16,49,451-61-9239,Ashton,Jovanny,Robertson,726-281-9507,ashton.robertson@outlook.com,156 Snake Hill St.,,Nashville,TN,49429,11
C00000311,Female,1950-09-16,16,9,1950,1950-09-16,69,364-17-2423,Mckenzie,Ivy,Gordon,886-301-9690,mckenzie.gordon@gmail.com,84 4th Street,,Phoenix,AZ,47212,64
C00000312,Male,1944-07-03,3,7,1944,1944-07-03,75,777-53-2046,Kingston,Korey,Black,793-418-9870,kingston.black48@hotmail.com,8452 S. Brewery St.,,Jacksonville,FL,40078,2
C00000313,Female,1962-05-11,11,5,1962,1962-05-11,57,534-42-1348,Nicole,Trinity,Wagner,955-233-2808,nicole.wagner@gmail.com,191 Wall Lane,,New Orleans,LA,47149,24
C00000314,Male,1965-03-22,22,3,1965,1965-03-22,54,270-59-4690,Jonah,Mahdi,Holmes,183-315-3173,jonah.holmes@gmail.com,863 Hillcrest Street,,New Orleans,LA,46275,24
C00000315,Male,1987-05-01,1,5,1987,1987-05-01,32,447-57-4204,Jameson,Roan,Stone,459-166-8591,jameson.stone@outlook.com,660 Bohemia Rd.,,Houston,TX,48526,54
C00000316,Male,1975-04-28,28,4,1975,1975-04-28,44,700-43-9565,Kai,Ryatt,Meyer,585-383-5679,kai.ryatt.meyer3@gmail.com,9419 Vernon Ave.,,Rochester,NY,14603,75
C00000317,Female,1977-10-06,6,10,1977,1977-10-06,42,134-69-7975,Payton,Josephine,Hunter,759-824-1019,payton.hunter@gmail.com,239 N. Helen St.,,Phoenix,AZ,49469,64
C00000318,Female,1963-04-02,2,4,1963,1963-04-02,56,942-92-9375,Margaret,Adalyn,Romero,379-721-8570,margaret.romero3@hotmail.com,94 Edgewater St.,,Louisville,KY,41921,15
C00000319,Female,1949-04-04,4,4,1949,1949-04-04,70,785-98-0220,Mariah,Jocelyn,Hicks,401-537-2432,mariah.hicks@outlook.com,9576 Wakehurst Drive,,Atlanta,GA,41353,19
C00000320,Male,1954-11-12,12,11,1954,1954-11-12,65,402-49-0820,Maddox,Theron,Boyd,668-565-1868,maddox.boyd@yahoo.com,3 New Dr.,,Atlanta,GA,47036,19
C00000321,Female,1963-10-24,24,10,1963,1963-10-24,56,204-10-7583,Eden,Emery,Dixon,963-603-8210,eden.dixon@gmail.com,1 Manchester Ave.,,Charleston,WV,49755,47
C00000322,Male,1953-02-01,1,2,1953,1953-02-01,67,481-30-3468,Timothy,Zamari,Mills,103-492-9893,timothy.mills@gmail.com,80 Grant Road,,Bridgeport,CT,48482,38
C00000323,Female,1958-04-04,4,4,1958,1958-04-04,61,882-97-7602,Athena,Adeline,Hunt,842-062-5013,athena.hunt@outlook.com,661 Orchard Rd.,,Bridgeport,CT,44587,38
C00000324,Male,1980-12-03,3,12,1980,1980-12-03,39,349-48-5236,Ezekiel,Abdulaziz,Warren,279-443-7776,ezekiel.warren@gmail.com,279 Redwood St.,,Columbus,OH,41348,3
C00000325,Male,1980-02-21,21,2,1980,1980-02-21,39,533-51-4112,Ryker,Azaiah,Fox,697-821-2985,ryker.fox@outlook.com,87 Stonybrook St.,Unit 75,Columbus,OH,48658,3
C00000326,Female,1987-09-18,18,9,1987,1987-09-18,32,563-12-8675,Amy,Jordyn,Palmer,661-373-6773,amy.palmer@gmail.com,9470 East Cardinal Dr.,,San Antonio,TX,49529,27
C00000327,Male,1988-10-13,13,10,1988,1988-10-13,31,712-00-2572,Emmanuel,Bryden,Rose,645-393-5711,emmanuel.rose@hotmail.com,9416 Oak Valley St.,,San Antonio,TX,43739,27
C00000328,Female,1938-01-24,24,1,1938,1938-01-24,82,110-23-0605,Norah,Ariel,Robertson,212-576-9083,norah.robertson4@gmail.com,759 Young Ave.,,New York City,NY,10281,1
C00000329,Male,1984-12-03,3,12,1984,1984-12-03,35,771-97-4514,Hayden,Gentry,Rice,451-935-8233,hayden.rice5@gmail.com,6 North Bald Hill Ave.,,Nashville,TN,42658,11
C00000330,Female,1964-08-05,5,8,1964,1964-08-05,55,697-66-9048,Londyn,Everly,Black,617-036-7428,londyn.black@outlook.com,9751 Marsh Dr.,,Newton,MA,2462,65
C00000331,Male,1962-03-02,2,3,1962,1962-03-02,57,802-62-8530,Antonio,Jaysen,Moreno,212-751-9624,antonio.jaysen.moreno6@gmail.com,7745 Roosevelt Court,,New York City,NY,10170,1
C00000332,Male,1998-07-25,25,7,1998,1998-07-25,21,583-92-1923,Bennett,Kaisen,Schmidt,407-343-2336,bennett.schmidt@gmail.com,8101 Goldfield St.,,Newark,NJ,42051,29
C00000333,Male,1991-10-19,19,10,1991,1991-10-19,28,232-70-9767,Steven,Ryden,Patel,242-207-1690,steven.patel7@hotmail.com,863 Glenwood St.,,Bridgeport,CT,46821,38
C00000334,Male,1989-10-31,31,10,1989,1989-10-31,30,121-67-6461,Richard,Zachery,Ferguson,603-250-9108,richard.ferguson7@outlook.com,3 Charles St.,,Birmingham,AL,47801,32
C00000335,Female,1987-07-22,22,7,1987,1987-07-22,32,112-95-2348,Valeria,Lilly,Holmes,939-272-5637,valeria.holmes8@yahoo.com,8121 Tanglewood Dr.,,New Britain,CT,47186,73
C00000336,Female,1984-02-11,11,2,1984,1984-02-11,35,946-48-5014,Sara,Paige,Stone,236-061-6362,sara.stone@gmail.com,83 E. Academy Road,,Charleston,SC,42433,39
C00000337,Male,1977-05-08,8,5,1977,1977-05-08,42,895-09-7881,Jude,Aurelio,Nichols,127-482-9706,jude.nichols9@gmail.com,953 Van Dyke Street,,Charleston,SC,49169,39
C00000338,Female,1971-06-19,19,6,1971,1971-06-19,48,953-86-5433,Aliyah,Isla,Meyer,568-123-5924,aliyah.meyer@outlook.com,83 Griffin Street,,Washington,DC,41620,8
C00000339,Male,1986-07-30,30,7,1986,1986-07-30,33,632-37-4423,Luca,Dontae,Herrera,212-122-0806,luca.herrera@gmail.com,79 Ocean St.,,New York City,NY,10003,1
C00000340,Female,1990-08-19,19,8,1990,1990-08-19,29,108-53-6214,Angelina,Lyla,Boyd,212-728-8894,angelina.boyd@outlook.com,390 Deerfield St.,,New York City,NY,10113,1
C00000341,Male,1997-03-16,16,3,1997,1997-03-16,22,539-61-3114,Edward,Ezrah,Medina,978-588-1387,edward.medina@gmail.com,620 Albany St.,,Lawrence,MA,1843,69
C00000342,Female,1992-06-30,30,6,1992,1992-06-30,27,170-92-1581,Gracie,Makayla,Mills,978-413-0205,gracie.mills43@hotmail.com,8534 Lyme Rd.,,Lawrence,MA,1840,69
C00000343,Male,1939-11-19,19,11,1939,1939-11-19,80,720-49-1951,Joel,Fidel,Ryan,501-858-1568,joel.ryan3@gmail.com,498 W. Madison Avenue,,Portland,ME,48427,44
C00000344,Female,1983-07-16,16,7,1983,1983-07-16,36,543-51-1814,Rose,Molly,Warren,722-196-3699,rose.warren2@gmail.com,879 East Blue Spring Dr.,,Houston,TX,46615,54
C00000345,Male,1973-12-07,7,12,1973,1973-12-07,46,662-53-9424,Victor,Heriberto,Fernandez,114-621-9126,victor.fernandez2@outlook.com,312 Belmont St.,,Milwaukee,WI,49704,17
C00000346,Female,1980-11-02,2,11,1980,1980-11-02,39,237-26-5977,Rachel,Emilia,Fox,342-397-4850,rachel.emilia.fox@gmail.com,6 Railroad Road,,Milwaukee,WI,42989,17
C00000347,Male,1979-12-13,13,12,1979,1979-12-13,40,646-24-0103,Miguel,Hyrum,Weaver,617-497-6254,miguel.weaver@gmail.com,44 Tailwater Rd.,,Somerville,MA,2143,71
C00000348,Female,1973-01-24,24,1,1973,1973-01-24,47,863-71-7545,Juliana,Mya,Rose,617-023-8041,juliana.rose4@hotmail.com,433 Lower River Street,,Somerville,MA,2144,71
C00000349,Female,1947-05-27,27,5,1947,1947-05-27,72,354-42-4449,Laila,Kendall,Rice,533-287-0517,laila.rice5@outlook.com,276 Prospect Street,,Charleston,SC,48059,39
C00000350,Female,1945-04-02,2,4,1945,1945-04-02,74,928-21-0594,Brooklynn,Melody,Moreno,503-127-5614,brooklynn.moreno67@yahoo.com,9483 S. Lake View Rd.,,Wichita,KS,40153,25
C00000351,Male,1993-05-01,1,5,1993,1993-05-01,26,520-84-8773,Malachi,Shea,Daniels,212-584-4453,malachi.daniels@gmail.com,354 Redwood Lane,,New York City,NY,10113,1
C00000352,Male,1960-08-27,27,8,1960,1960-08-27,59,778-50-0342,King,Yazan,Stephens,617-286-2678,king.stephens@gmail.com,7 Fieldstone Lane,,Cambridge,MA,2139,56
C00000353,Male,1985-10-26,26,10,1985,1985-10-26,34,443-29-3600,Patrick,Zyler,Gardner,676-023-8105,patrick.gardner@outlook.com,946 Garfield Road,,Denver,CO,47184,7
C00000354,Female,1942-04-27,27,4,1942,1942-04-27,77,843-86-3371,Valerie,Isabel,Schmidt,571-699-4951,valerie.schmidt@gmail.com,7868 Center Ave.,,Burlington,VT,46886,49
C00000355,Male,1950-05-31,31,5,1950,1950-05-31,69,272-02-6972,Kaleb,Arnold,Payne,981-878-8413,kaleb.payne@outlook.com,7092 Glen Eagles Street,,Burlington,VT,38669,49
C00000356,Female,1999-12-07,7,12,1999,1999-12-07,20,182-04-4510,Alina,Brooke,Patel,212-516-6720,alina.patel@gmail.com,164 Clinton Street,,New York City,NY,10006,1
C00000357,Male,1999-03-30,30,3,1999,1999-03-30,20,391-05-0027,Bryan,Kacen,Kelley,212-262-1523,bryan.kelley@hotmail.com,796 South Oak Rd.,,New York City,NY,10172,1
C00000358,Female,1979-06-26,26,6,1979,1979-06-26,40,996-12-6019,Reese,Mckenzie,Ferguson,639-291-0584,reese.ferguson@gmail.com,182 Myrtle Ave.,,Denver,CO,41512,7
C00000359,Male,1990-02-16,16,2,1990,1990-02-16,29,912-90-2970,Alan,Micaiah,Dunn,431-433-6867,alan.dunn@gmail.com,64 Nicolls Ave.,,Warwick,RI,49265,66
C00000360,Male,1963-04-27,27,4,1963,1963-04-27,56,671-50-2053,Marcus,Neel,Pierce,665-235-5225,marcus.pierce4@outlook.com,9 SE. Market Court,,Burlington,VT,38978,49
C00000361,Female,1997-05-25,25,5,1997,1997-05-25,22,732-07-8707,Elise,Nicole,Nichols,827-598-1940,elise.nicole.nichols5@gmail.com,9 Brewery St.,,Chicago,IL,48249,74
C00000362,Female,1970-04-27,27,4,1970,1970-04-27,49,706-15-4660,Eliza,Payton,Herrera,308-252-0678,eliza.herrera@gmail.com,650 University Circle,,Sioux Falls,SD,44309,35
C00000363,Male,1962-07-01,1,7,1962,1962-07-01,57,790-06-7462,Preston,Patricio,Arnold,503-190-2800,preston.arnold6@hotmail.com,501 Orange Avenue,,Sioux Falls,SD,48264,35
C00000364,Female,1962-12-05,5,12,1962,1962-12-05,57,828-52-7141,Alaina,Margaret,Medina,372-198-6139,alaina.medina@outlook.com,577 Trusel Ave.,,Houston,TX,46618,54
C00000365,Male,1950-01-09,9,1,1950,1950-01-09,70,742-73-2379,Abraham,Tremaine,Tran,212-082-8941,abraham.tran7@yahoo.com,8068 Andover St.,,New York City,NY,10025,1
C00000366,Female,1956-11-10,10,11,1956,1956-11-10,63,101-38-1414,Raelynn,Mariah,Ryan,212-737-2197,raelynn.ryan7@gmail.com,9082 Goldfield Dr.,,New York City,NY,10162,1
C00000367,Female,1983-09-03,3,9,1983,1983-09-03,36,360-32-5304,Leilani,Eden,Fernandez,781-619-9551,leilani.fernandez8@gmail.com,8626 Lilac Drive,,Lynn,MA,1905,60
C00000368,Male,1988-10-14,14,10,1988,1988-10-14,31,474-70-8138,Calvin,Zayvion,Spencer,781-477-2262,calvin.spencer@outlook.com,9563 Union Road,,Lynn,MA,1910,60
C00000369,Female,1950-11-06,6,11,1950,1950-11-06,69,288-70-5813,Catherine,Athena,Weaver,905-907-3508,catherine.weaver@gmail.com,9726 Wakehurst Rd.,,Denver,CO,49458,7
C00000370,Female,1976-01-05,5,1,1976,1976-01-05,44,336-66-8531,Emerson,Amy,Daniels,617-133-4675,emerson.daniels@outlook.com,13 Plymouth St.,,Somerville,MA,2145,71
C00000371,Male,1962-07-16,16,7,1962,1962-07-16,57,467-47-2651,Colin,Aiyden,Peters,167-638-1741,colin.peters@gmail.com,8 Kirkland Street,,Charlotte,NC,45863,4
C00000372,Male,1952-04-03,3,4,1952,1952-04-03,67,390-09-4032,Bradley,Andrey,Hawkins,897-760-9350,bradley.hawkins@hotmail.com,315 Baker Road,,Little Rock,AR,42651,34
C00000373,Male,1956-02-28,28,2,1956,1956-02-28,63,612-88-3312,Jeremy,Arrow,Grant,250-085-3063,jeremy.grant5@gmail.com,7827 Monroe Street,,Baltimore,MD,42455,16
C00000374,Male,1987-06-14,14,6,1987,1987-06-14,32,390-91-7801,Kyle,Cam,Hansen,378-614-4740,kyle.hansen43@gmail.com,8968 Thompson Rd.,,Honolulu,HI,46165,26
C00000375,Female,1989-09-29,29,9,1989,1989-09-29,30,690-71-5379,Cecilia,Norah,Stephens,508-906-6051,cecilia.stephens3@outlook.com,57 S. Cypress Rd.,,Fall River,MA,2722,61
C00000376,Female,1993-01-08,8,1,1993,1993-01-08,27,319-09-4778,Genevieve,Londyn,Gardner,227-878-8752,genevieve.londyn.gardner2@gmail.com,266 Branch Dr.,,Las Vegas,NV,42541,14
C00000378,Male,1998-05-15,15,5,1998,1998-05-15,21,758-27-0963,Graham,Carlton,Castro,716-327-7582,graham.castro2@gmail.com,7 Princess Street,,Buffalo,NY,14215,50
C00000379,Female,2003-10-13,13,10,2003,2003-10-13,16,780-05-6430,Daisy,Valeria,Payne,716-734-6453,daisy.payne@hotmail.com,5 Princess Street,,Buffalo,NY,14220,50
C00000380,Male,1993-01-19,19,1,1993,1993-01-19,27,526-36-0557,Grant,Donavan,Hoffman,365-081-2758,grant.hoffman@outlook.com,97 Walt Whitman Street,,Manchester,NH,41293,41
C00000381,Female,1997-01-26,26,1,1997,1997-01-26,23,320-25-8401,Harmony,Sara,Kelley,567-902-1458,harmony.kelley4@yahoo.com,8253 Roberts Drive,,New Britain,CT,40934,73
C00000382,Male,1998-06-30,30,6,1998,1998-06-30,21,523-61-4332,Jesse,Eliam,Hart,460-736-0099,jesse.hart5@gmail.com,52 North Meadowbrook St.,,New Britain,CT,40965,73
C00000383,Female,1959-05-17,17,5,1959,1959-05-17,60,902-64-8558,Vanessa,Aliyah,Dunn,959-339-4547,vanessa.dunn67@gmail.com,2 Van Dyke St.,,Louisville,KY,48259,15
C00000384,Male,1955-10-08,8,10,1955,1955-10-08,64,995-50-0374,Kaden,Ervin,Elliott,668-716-0845,kaden.elliott@outlook.com,7402 Marsh Rd.,,Louisville,KY,49286,15
C00000385,Male,1968-03-24,24,3,1968,1968-03-24,51,599-20-9520,Alejandro,Fredy,Cunningham,428-628-9845,alejandro.cunningham@hotmail.com,7008 Gregory Lane,,Cheyenne,WY,43320,45
C00000386,Male,2000-08-21,21,8,2000,2000-08-21,19,412-48-4950,Oscar,Kenan,Knight,520-834-4763,oscar.knight@outlook.com,8953 Olive Lane,,Nashua,NH,43222,62
C00000387,Male,1947-06-06,6,6,1947,1947-06-06,72,309-96-4584,Jase,Lyam,Bradley,914-589-8440,jase.bradley@yahoo.com,37 Church St.,,Yonkers,NY,10708,76
C00000388,Female,1970-10-30,30,10,1970,1970-10-30,49,377-50-1327,Adriana,Angelina,Pierce,968-407-7727,adriana.pierce@gmail.com,7731 West Charles Street,,Providence,RI,40756,36
C00000389,Female,1994-06-30,30,6,1994,1994-06-30,25,243-87-8143,Presley,Gracie,Arnold,702-154-3232,presley.arnold@gmail.com,7080 West Street,,Charleston,WV,47739,47
C00000390,Female,1997-01-27,27,1,1997,1997-01-27,23,870-03-5862,Rebecca,Rose,Tran,211-771-4957,rebecca.tran@outlook.com,783 Lake Road,,Charleston,WV,40166,47
C00000391,Female,1953-05-22,22,5,1953,1953-05-22,66,652-54-5381,Destiny,Rachel,Spencer,918-665-8581,destiny.spencer@gmail.com,49 West Rocky River St.,,Charleston,WV,41236,47
C00000392,Female,1970-04-01,1,4,1970,1970-04-01,49,516-19-4666,Hayden,Juliana,Peters,934-532-0080,hayden.peters@outlook.com,179 Birchwood Street,,Chicago,IL,46469,74
C00000393,Male,1976-08-31,31,8,1976,1976-08-31,43,636-40-5276,Karter,Phineas,Carroll,924-632-4334,karter.carroll@gmail.com,9010 Sunset Street,,Chicago,IL,48628,74
C00000394,Female,1944-05-18,18,5,1944,1944-05-18,75,806-20-8519,Julianna,Laila,Hawkins,858-376-0830,julianna.hawkins4@hotmail.com,770 Deerfield Street,,New Haven,CT,42768,52
C00000395,Male,1939-07-05,5,7,1939,1939-07-05,80,981-06-3781,Maverick,Riker,Hudson,167-383-4060,maverick.hudson229@gmail.com,2 Garden Dr.,,New Haven,CT,48062,52
C00000396,Male,1940-05-02,2,5,1940,1940-05-02,79,259-51-0158,Aidan,Tariq,Duncan,212-569-8955,aidan.duncan115@gmail.com,18 Hamilton Lane,,New York City,NY,10116,1
C00000397,Male,1950-03-27,27,3,1950,1950-03-27,69,599-48-4284,Tucker,Vito,Armstrong,585-597-3416,tucker.armstrong@outlook.com,69 Newport St.,,Rochester,NY,14604,75
C00000398,Female,1945-03-26,26,3,1945,1945-03-26,74,274-45-1362,Michelle,Brooklynn,Grant,508-287-4503,michelle.brooklynn.grant@gmail.com,7245 East Constitution St.,,Fall River,MA,2723,61
C00000399,Male,1972-04-14,14,4,1972,1972-04-14,47,348-75-1407,Avery,Advik,Berry,391-921-1998,avery.berry@gmail.com,9257 Prairie Drive,,Cheyenne,WY,46326,45
C00000400,Male,1953-12-27,27,12,1953,1953-12-27,66,479-67-0331,Amir,Daxon,Andrews,212-677-1436,amir.andrews@hotmail.com,769 W. Brookside Dr.,,New York City,NY,10009,1
C00000401,Female,1948-11-19,19,11,1948,1948-11-19,71,694-06-3477,Adelyn,Valerie,Hansen,212-115-1485,adelyn.hansen48@outlook.com,8083 Circle Ave.,,New York City,NY,10119,1
C00000402,Male,1963-12-25,25,12,1963,1963-12-25,56,219-91-8281,Brian,Eitan,Johnston,863-826-5826,brian.johnston@yahoo.com,7782 Atlantic Avenue,,Columbus,OH,45425,3
C00000403,Female,1993-05-26,26,5,1993,1993-05-26,26,859-74-2847,Arabella,Alina,Castro,405-771-6657,arabella.castro@gmail.com,514 Glenholme Street,,Billings,MT,41988,42
C00000404,Male,1987-04-20,20,4,1987,1987-04-20,32,880-29-3472,Iker,Ethen,Ray,820-484-9449,iker.ray@gmail.com,7 Bear Hill Drive,,Billings,MT,40291,42
C00000405,Female,1954-10-19,19,10,1954,1954-10-19,65,958-17-0945,Summer,Reese,Hoffman,617-529-2738,summer.hoffman@outlook.com,54 NE. Rocky River Drive,,Newton,MA,2464,65
C00000406,Male,1997-05-15,15,5,1997,1997-05-15,22,277-39-5030,Matteo,Glen,Lane,301-721-1727,matteo.lane@hotmail.com,87 Santa Clara Lane,,Providence,RI,49819,36
C00000407,Female,1995-05-27,27,5,1995,1995-05-27,24,267-66-9246,Callie,Elise,Hart,401-725-5865,callie.hart3@outlook.com,7582 W. Sherman Street,,New Britain,CT,48398,73
C00000408,Female,1998-02-22,22,2,1998,1998-02-22,21,726-19-7466,Kaitlyn,Eliza,Elliott,947-152-7466,kaitlyn.elliott@yahoo.com,9650 SE. Green Lake St.,,Sioux Falls,SD,49810,35
C00000409,Male,1945-06-18,18,6,1945,1945-06-18,74,747-42-3786,Caden,Ike,Riley,338-688-3943,caden.riley@gmail.com,178 N. Newport St.,,Chicago,IL,42137,74
C00000410,Male,1982-12-20,20,12,1982,1982-12-20,37,391-22-2676,Zayden,Jan,Carpenter,160-295-9647,zayden.carpenter@gmail.com,268 University Road,,Nashua,NH,49703,62
C00000411,Female,1961-04-14,14,4,1961,1961-04-14,58,303-57-3732,Ryleigh,Alaina,Cunningham,545-936-4133,ryleigh.cunningham@outlook.com,9773 Euclid Drive,,Milwaukee,WI,42467,17
C00000412,Male,1964-04-17,17,4,1964,1964-04-17,55,713-66-0427,Riley,Jaxyn,Perkins,932-278-5102,riley.perkins@gmail.com,891 Paris Hill St.,Unit 2,Milwaukee,WI,43944,17
C00000413,Female,1992-11-18,18,11,1992,1992-11-18,27,328-49-8493,Lila,Raelynn,Knight,805-823-7338,lila.knight@outlook.com,7690 S. Summer Ave.,,Burlington,VT,33665,49
C00000414,Female,1967-10-19,19,10,1967,1967-10-19,52,287-42-6262,Daniela,Leilani,Bradley,488-977-5369,daniela.bradley@gmail.com,8558 Eagle Lane,Unit 4,San Diego,CA,49741,46
C00000415,Male,1965-04-01,1,4,1965,1965-04-01,54,752-04-8235,August,Jerimiah,Aguilar,664-762-0687,august.aguilar@hotmail.com,175 Alderwood Road,,San Diego,CA,49268,46
C00000416,Female,1952-10-07,7,10,1952,1952-10-07,67,491-61-8372,Arya,Catherine,Carroll,212-326-9187,arya.carroll@gmail.com,9846 Beacon Dr.,,New York City,NY,10081,1
C00000417,Male,1950-06-10,10,6,1950,1950-06-10,69,390-74-3571,Mark,Jhett,Silva,212-127-8460,mark.silva4@gmail.com,592 Redwood St.,,New York City,NY,10036,1
C00000418,Male,1986-10-13,13,10,1986,1986-10-13,33,719-85-9248,Maximus,Kenyon,Richards,129-802-4406,maximus.richards5@outlook.com,363 Bridgeton Rd.,,Anchorage,AK,47594,28
C00000419,Female,1990-10-07,7,10,1990,1990-10-07,29,524-46-9028,Alana,Emerson,Hudson,373-522-8282,alana.emerson.hudson@gmail.com,794 Peninsula Court,,Phoenix,AZ,45359,64
C00000420,Male,1998-03-13,13,3,1998,1998-03-13,21,834-55-7509,Brady,Ryley,Willis,201-725-8235,brady.willis6@gmail.com,419 N. Clay St.,,Albuquerque,NM,49635,18
C00000421,Male,1985-07-31,31,7,1985,1985-07-31,34,353-54-7551,Kenneth,Talan,Matthews,595-127-5348,kenneth.matthews@hotmail.com,8806 Lees Creek Street,,Houston,TX,42864,54
C00000422,Male,1966-12-07,7,12,1966,1966-12-07,53,788-82-3930,Paul,Valor,Chapman,978-912-7413,paul.chapman7@outlook.com,286 Dunbar Street,,Lawrence,MA,1841,69
C00000423,Male,1977-06-23,23,6,1977,1977-06-23,42,727-16-5840,Jaden,Westen,Lawrence,783-668-6208,jaden.lawrence7@yahoo.com,9365 Surrey St.,,Jackson,MS,42015,37
C00000424,Male,1967-10-08,8,10,1967,1967-10-08,52,265-67-9150,Nicolas,Agastya,Garza,212-941-2971,nicolas.garza8@gmail.com,82 Bank Rd.,,New York City,NY,10024,1
C00000425,Male,1968-02-12,12,2,1968,1968-02-12,51,809-63-4765,Beau,Arius,Vargas,344-503-6694,beau.vargas@gmail.com,7891 Gonzales St.,,Wichita,KS,42325,25
C00000426,Male,1957-06-01,1,6,1957,1957-06-01,62,468-50-5261,Dean,Ayush,Watkins,875-406-6833,dean.watkins@outlook.com,813 W. Carpenter Street,,Philadelphia,PA,49991,72
C00000427,Female,1961-09-14,14,9,1961,1961-09-14,58,381-74-3402,Esther,Cecilia,Duncan,925-610-3704,esther.duncan@hotmail.com,85 Shady St.,,Philadelphia,PA,45848,72
C00000428,Female,1939-11-16,16,11,1939,1939-11-16,80,835-44-8257,Finley,Genevieve,Armstrong,873-059-4558,finley.armstrong9@outlook.com,8176 W. Bald Hill Rd.,,Charleston,WV,49169,47
C00000429,Female,2001-01-20,20,1,2001,2001-01-20,19,284-22-2722,Gabrielle,Daisy,Berry,716-331-7512,gabrielle.berry@yahoo.com,7992 Southampton Lane,,Buffalo,NY,14208,50
C00000430,Male,1940-07-28,28,7,1940,1940-07-28,79,999-77-1634,Jake,Caeden,Wheeler,670-467-6917,jake.wheeler5@gmail.com,728 S. Rockwell Street,,Charleston,SC,45514,39
C00000431,Female,1947-10-01,1,10,1947,1947-10-01,72,678-58-4805,Jessica,Harmony,Andrews,964-389-4727,jessica.andrews43@gmail.com,572 Griffin Ave.,Unit 3,New Orleans,LA,40337,24
C00000432,Female,1972-03-26,26,3,1972,1972-03-26,47,129-45-7254,Charlie,Vanessa,Johnston,617-567-0169,charlie.johnston@outlook.com,849 North Green Lake St.,,Quincy,MA,2171,59
C00000433,Male,1975-02-07,7,2,1975,1975-02-07,44,519-33-4775,Peter,Edmond,Larson,133-059-9668,peter.larson@gmail.com,6 South Hamilton Court,,Nashua,NH,48754,62
C00000434,Female,1963-01-30,30,1,1963,1963-01-30,57,819-69-9838,Stephanie,Adriana,Ray,677-586-2576,stephanie.ray@outlook.com,947 Acacia St.,,Los Angeles,CA,47055,70
C00000435,Male,1987-10-23,23,10,1987,1987-10-23,32,905-30-1133,Xander,Hampton,Carlson,906-980-7322,xander.carlson@gmail.com,39 Coffee Street,,Kansas City,MO,45296,20
C00000436,Male,1975-06-15,15,6,1975,1975-06-15,44,456-98-9444,Elliot,Ibraheem,Harper,822-846-9860,elliot.harper@hotmail.com,7466 Holly St.,,Jacksonville,FL,46577,2
C00000437,Female,1940-01-17,17,1,1940,1940-01-17,80,596-45-5165,Tessa,Presley,Lane,466-525-7248,tessa.lane4@gmail.com,468 Cypress Street,,Nashville,TN,49481,11
C00000438,Male,1958-09-28,28,9,1958,1958-09-28,61,689-58-5843,Finn,Jayveon,George,395-435-0289,finn.george5@gmail.com,785 Fremont Street,,Birmingham,AL,49838,32
C00000439,Female,1988-09-12,12,9,1988,1988-09-12,31,640-83-5620,Makenzie,Rebecca,Riley,413-079-2815,makenzie.riley67@outlook.com,8713 Mulberry St.,,Springfield,MA,1105,51
C00000440,Female,1990-07-07,7,7,1990,1990-07-07,29,437-44-4373,Ana,Destiny,Carpenter,954-455-9367,ana.destiny.carpenter@gmail.com,17 Ocean St.,,Louisville,KY,44548,15
C00000441,Male,1979-09-14,14,9,1979,1979-09-14,40,530-20-0376,Derek,Jed,Greene,212-826-4119,derek.greene@gmail.com,762 West Campfire Road,,New York City,NY,10039,1
C00000442,Female,1991-12-16,16,12,1991,1991-12-16,28,658-76-4500,Amaya,Hayden,Perkins,212-490-3508,amaya.perkins@hotmail.com,7751 West Belmont Dr.,,New York City,NY,10172,1
