card_id,disp_id,type,year_,month_,day_,date_,fulldate
V00000242,D00001473,VISA Signature,2018,9,24,2018-09-24,2018-09-24
V00000923,D00007855,VISA Signature,2018,9,24,2018-09-24,2018-09-24
V00001007,D00009333,VISA Infinite,2018,9,25,2018-09-25,2018-09-25
V00000520,D00003308,VISA Signature,2018,9,25,2018-09-25,2018-09-25
V00000629,D00004018,VISA Standard,2018,9,25,2018-09-25,2018-09-25
V00000335,D00002137,VISA Signature,2018,9,25,2018-09-25,2018-09-25
V00000414,D00002606,VISA Signature,2018,9,26,2018-09-26,2018-09-26
V00000036,D00000236,VISA Signature,2018,9,28,2018-09-28,2018-09-28
V00000561,D00003581,VISA Infinite,2018,9,28,2018-09-28,2018-09-28
V00000291,D00001836,VISA Signature,2018,9,29,2018-09-29,2018-09-29
V00000231,D00001390,VISA Standard,2018,9,29,2018-09-29,2018-09-29
V00000782,D00005376,VISA Signature,2018,9,29,2018-09-29,2018-09-29
V00000180,D00001062,VISA Signature,2018,9,29,2018-09-29,2018-09-29
V00000765,D00005175,VISA Signature,2018,9,29,2018-09-29,2018-09-29
V00000357,D00002277,VISA Standard,2018,9,29,2018-09-29,2018-09-29
V00000554,D00003535,VISA Signature,2018,9,29,2018-09-29,2018-09-29
V00000956,D00008502,VISA Signature,2018,9,30,2018-09-30,2018-09-30
V00000676,D00004380,VISA Signature,2018,9,30,2018-09-30,2018-09-30
V00000255,D00001579,VISA Infinite,2018,10,1,2018-10-01,2018-10-01
V00001193,D00012743,VISA Signature,2018,10,1,2018-10-01,2018-10-01
V00000416,D00002616,VISA Signature,2018,10,1,2018-10-01,2018-10-01
V00000585,D00003753,VISA Infinite,2018,10,1,2018-10-01,2018-10-01
V00000744,D00004863,VISA Signature,2018,10,2,2018-10-02,2018-10-02
V00000023,D00000146,VISA Signature,2018,10,3,2018-10-03,2018-10-03
V00000394,D00002501,VISA Signature,2018,10,5,2018-10-05,2018-10-05
V00000460,D00002971,VISA Signature,2018,10,5,2018-10-05,2018-10-05
V00000035,D00000231,VISA Signature,2018,10,7,2018-10-07,2018-10-07
V00000447,D00002845,VISA Signature,2018,10,7,2018-10-07,2018-10-07
V00000264,D00001669,VISA Signature,2018,10,7,2018-10-07,2018-10-07
V00000245,D00001483,VISA Signature,2018,10,8,2018-10-08,2018-10-08
V00000505,D00003233,VISA Standard,2018,10,9,2018-10-09,2018-10-09
V00000336,D00002138,VISA Standard,2018,10,9,2018-10-09,2018-10-09
V00000366,D00002335,VISA Signature,2018,10,9,2018-10-09,2018-10-09
V00000533,D00003384,VISA Signature,2018,10,9,2018-10-09,2018-10-09
V00000288,D00001826,VISA Signature,2018,10,10,2018-10-10,2018-10-10
V00000754,D00004976,VISA Standard,2018,10,10,2018-10-10,2018-10-10
V00000116,D00000646,VISA Signature,2018,10,11,2018-10-11,2018-10-11
V00001035,D00009732,VISA Signature,2018,10,11,2018-10-11,2018-10-11
V00000682,D00004429,VISA Signature,2018,10,11,2018-10-11,2018-10-11
V00000792,D00005526,VISA Signature,2018,10,11,2018-10-11,2018-10-11
V00000385,D00002476,VISA Signature,2018,10,12,2018-10-12,2018-10-12
V00000053,D00000333,VISA Signature,2018,10,13,2018-10-13,2018-10-13
V00000751,D00004941,VISA Standard,2018,10,15,2018-10-15,2018-10-15
V00000614,D00003938,VISA Standard,2018,10,16,2018-10-16,2018-10-16
V00000957,D00008506,VISA Standard,2018,10,16,2018-10-16,2018-10-16
V00000001,D00000009,VISA Infinite,2018,10,16,2018-10-16,2018-10-16
V00000743,D00004862,VISA Infinite,2018,10,18,2018-10-18,2018-10-18
V00000061,D00000374,VISA Signature,2018,10,18,2018-10-18,2018-10-18
V00000060,D00000370,VISA Signature,2018,10,18,2018-10-18,2018-10-18
V00000074,D00000453,VISA Signature,2018,10,18,2018-10-18,2018-10-18
V00000749,D00004929,VISA Signature,2018,10,19,2018-10-19,2018-10-19
V00000339,D00002154,VISA Signature,2018,10,19,2018-10-19,2018-10-19
V00000769,D00005224,VISA Signature,2018,10,20,2018-10-20,2018-10-20
V00000488,D00003134,VISA Infinite,2018,10,20,2018-10-20,2018-10-20
V00000031,D00000208,VISA Signature,2018,10,21,2018-10-21,2018-10-21
V00000542,D00003439,VISA Signature,2018,10,22,2018-10-22,2018-10-22
V00000750,D00004937,VISA Signature,2018,10,24,2018-10-24,2018-10-24
V00000855,D00006764,VISA Signature,2018,10,24,2018-10-24,2018-10-24
V00000299,D00001886,VISA Signature,2018,10,25,2018-10-25,2018-10-25
V00000158,D00000928,VISA Infinite,2018,10,25,2018-10-25,2018-10-25
V00000857,D00006789,VISA Standard,2018,10,25,2018-10-25,2018-10-25
V00000230,D00001388,VISA Infinite,2018,10,25,2018-10-25,2018-10-25
V00000295,D00001864,VISA Signature,2018,10,26,2018-10-26,2018-10-26
V00000584,D00003751,VISA Signature,2018,10,28,2018-10-28,2018-10-28
V00000449,D00002865,VISA Signature,2018,10,28,2018-10-28,2018-10-28
V00000351,D00002232,VISA Signature,2018,11,1,2018-11-01,2018-11-01
V00000138,D00000791,VISA Signature,2018,11,2,2018-11-02,2018-11-02
V00000524,D00003333,VISA Signature,2018,11,2,2018-11-02,2018-11-02
V00000693,D00004495,VISA Standard,2018,11,3,2018-11-03,2018-11-03
V00000604,D00003858,VISA Signature,2018,11,4,2018-11-04,2018-11-04
V00000746,D00004901,VISA Signature,2018,11,4,2018-11-04,2018-11-04
V00000333,D00002128,VISA Signature,2018,11,4,2018-11-04,2018-11-04
V00000129,D00000719,VISA Signature,2018,11,5,2018-11-05,2018-11-05
V00000429,D00002709,VISA Signature,2018,11,5,2018-11-05,2018-11-05
V00000424,D00002659,VISA Signature,2018,11,6,2018-11-06,2018-11-06
V00000345,D00002175,VISA Signature,2018,11,7,2018-11-07,2018-11-07
V00001165,D00012291,VISA Signature,2018,11,8,2018-11-08,2018-11-08
V00001070,D00010490,VISA Standard,2018,11,8,2018-11-08,2018-11-08
V00000217,D00001316,VISA Signature,2018,11,9,2018-11-09,2018-11-09
V00000636,D00004091,VISA Standard,2018,11,9,2018-11-09,2018-11-09
V00000820,D00006039,VISA Signature,2018,11,10,2018-11-10,2018-11-10
V00000046,D00000273,VISA Signature,2018,11,10,2018-11-10,2018-11-10
V00000742,D00004833,VISA Signature,2018,11,10,2018-11-10,2018-11-10
V00000404,D00002540,VISA Standard,2018,11,12,2018-11-12,2018-11-12
V00000102,D00000575,VISA Signature,2018,11,12,2018-11-12,2018-11-12
V00000455,D00002924,VISA Signature,2018,11,13,2018-11-13,2018-11-13
V00000253,D00001536,VISA Infinite,2018,11,14,2018-11-14,2018-11-14
V00000570,D00003620,VISA Signature,2018,11,14,2018-11-14,2018-11-14
V00000027,D00000167,VISA Standard,2018,11,15,2018-11-15,2018-11-15
V00000580,D00003713,VISA Signature,2018,11,16,2018-11-16,2018-11-16
V00000409,D00002562,VISA Signature,2018,11,16,2018-11-16,2018-11-16
V00000205,D00001242,VISA Signature,2018,11,16,2018-11-16,2018-11-16
V00000773,D00005245,VISA Signature,2018,11,18,2018-11-18,2018-11-18
V00000487,D00003130,VISA Signature,2018,11,18,2018-11-18,2018-11-18
V00000177,D00001056,VISA Signature,2018,11,19,2018-11-19,2018-11-19
V00000632,D00004069,VISA Signature,2018,11,19,2018-11-19,2018-11-19
V00000445,D00002820,VISA Infinite,2018,11,19,2018-11-19,2018-11-19
V00001001,D00009247,VISA Signature,2018,11,20,2018-11-20,2018-11-20
V00000257,D00001589,VISA Signature,2018,11,20,2018-11-20,2018-11-20
V00000178,D00001057,VISA Signature,2018,11,21,2018-11-21,2018-11-21
V00000704,D00004553,VISA Infinite,2018,11,21,2018-11-21,2018-11-21
V00000056,D00000339,VISA Signature,2018,11,22,2018-11-22,2018-11-22
V00000148,D00000834,VISA Signature,2018,11,22,2018-11-22,2018-11-22
V00000392,D00002496,VISA Signature,2018,11,22,2018-11-22,2018-11-22
V00000523,D00003319,VISA Standard,2018,11,23,2018-11-23,2018-11-23
V00001175,D00012494,VISA Signature,2018,11,24,2018-11-24,2018-11-24
V00000466,D00002998,VISA Signature,2018,11,25,2018-11-25,2018-11-25
V00000500,D00003192,VISA Signature,2018,11,26,2018-11-26,2018-11-26
V00000004,D00000042,VISA Signature,2018,11,26,2018-11-26,2018-11-26
V00000388,D00002488,VISA Standard,2018,11,26,2018-11-26,2018-11-26
V00000164,D00000992,VISA Signature,2018,11,29,2018-11-29,2018-11-29
V00000489,D00003135,VISA Signature,2018,11,29,2018-11-29,2018-11-29
V00000626,D00003992,VISA Signature,2018,11,30,2018-11-30,2018-11-30
V00001169,D00012354,VISA Signature,2018,11,30,2018-11-30,2018-11-30
V00001137,D00011771,VISA Infinite,2018,12,1,2018-12-01,2018-12-01
V00000677,D00004382,VISA Standard,2018,12,1,2018-12-01,2018-12-01
V00000020,D00000131,VISA Signature,2018,12,2,2018-12-02,2018-12-02
V00000657,D00004246,VISA Standard,2018,12,2,2018-12-02,2018-12-02
V00000219,D00001329,VISA Signature,2018,12,4,2018-12-04,2018-12-04
V00000819,D00005978,VISA Infinite,2018,12,6,2018-12-06,2018-12-06
V00001177,D00012535,VISA Infinite,2018,12,6,2018-12-06,2018-12-06
V00000341,D00002156,VISA Infinite,2018,12,6,2018-12-06,2018-12-06
V00000692,D00004493,VISA Signature,2018,12,8,2018-12-08,2018-12-08
V00000715,D00004639,VISA Standard,2018,12,8,2018-12-08,2018-12-08
V00000131,D00000725,VISA Signature,2018,12,8,2018-12-08,2018-12-08
V00000201,D00001223,VISA Signature,2018,12,8,2018-12-08,2018-12-08
V00000605,D00003874,VISA Signature,2018,12,11,2018-12-11,2018-12-11
V00000306,D00001929,VISA Signature,2018,12,11,2018-12-11,2018-12-11
V00000378,D00002430,VISA Signature,2018,12,11,2018-12-11,2018-12-11
V00000549,D00003504,VISA Signature,2018,12,12,2018-12-12,2018-12-12
V00000371,D00002388,VISA Infinite,2018,12,13,2018-12-13,2018-12-13
V00000147,D00000826,VISA Standard,2018,12,13,2018-12-13,2018-12-13
V00000527,D00003348,VISA Standard,2018,12,14,2018-12-14,2018-12-14
V00000172,D00001030,VISA Signature,2018,12,14,2018-12-14,2018-12-14
V00000886,D00007325,VISA Signature,2018,12,15,2018-12-15,2018-12-15
V00000479,D00003085,VISA Signature,2018,12,16,2018-12-16,2018-12-16
V00000691,D00004492,VISA Signature,2018,12,16,2018-12-16,2018-12-16
V00000560,D00003577,VISA Signature,2018,12,17,2018-12-17,2018-12-17
V00000452,D00002910,VISA Signature,2018,12,19,2018-12-19,2018-12-19
V00000506,D00003236,VISA Infinite,2018,12,19,2018-12-19,2018-12-19
V00000735,D00004772,VISA Signature,2018,12,19,2018-12-19,2018-12-19
V00000654,D00004230,VISA Signature,2018,12,21,2018-12-21,2018-12-21
V00000196,D00001197,VISA Signature,2018,12,22,2018-12-22,2018-12-22
V00000473,D00003063,VISA Signature,2018,12,22,2018-12-22,2018-12-22
V00000829,D00006255,VISA Signature,2018,12,22,2018-12-22,2018-12-22
V00000310,D00001947,VISA Standard,2018,12,23,2018-12-23,2018-12-23
V00000076,D00000464,VISA Signature,2018,12,23,2018-12-23,2018-12-23
V00000573,D00003638,VISA Signature,2018,12,23,2018-12-23,2018-12-23
V00000240,D00001459,VISA Signature,2018,12,23,2018-12-23,2018-12-23
V00000728,D00004725,VISA Signature,2018,12,24,2018-12-24,2018-12-24
V00000924,D00007862,VISA Signature,2018,12,24,2018-12-24,2018-12-24
V00000486,D00003128,VISA Infinite,2018,12,25,2018-12-25,2018-12-25
V00001081,D00010696,VISA Signature,2018,12,25,2018-12-25,2018-12-25
V00000753,D00004974,VISA Signature,2018,12,25,2018-12-25,2018-12-25
V00000442,D00002796,VISA Signature,2018,12,26,2018-12-26,2018-12-26
V00000125,D00000694,VISA Infinite,2018,12,26,2018-12-26,2018-12-26
V00000674,D00004360,VISA Signature,2018,12,28,2018-12-28,2018-12-28
V00000322,D00002063,VISA Signature,2018,12,28,2018-12-28,2018-12-28
V00000685,D00004467,VISA Signature,2018,12,29,2018-12-29,2018-12-29
V00000635,D00004083,VISA Signature,2018,12,29,2018-12-29,2018-12-29
