date_received,complaint_id,rand_client,phonefinal,vru_line,call_id,priority,type,outcome,server,ser_start,ser_exit,ser_time
2016-03-31,CR1859305,3650.0,430-099-1954,AA0104,35032.0,0.0,PS,AGENT,IDIT,09:20:13,09:26:04,00:05:51
2016-03-30,CR1857024,3457.0,227-737-9076,AA0216,35033.0,0.0,IN,AGENT,MICHAL,09:05:27,09:15:20,00:09:53
2016-03-30,CR1856990,4790.0,585-334-7286,AA0106,35035.0,2.0,PS,AGENT,YIFAT,15:17:50,15:38:20,00:20:30
2016-03-29,CR1854953,132.0,133-274-1580,AA0102,35038.0,1.0,PS,AGENT,TOVA,09:54:56,10:14:51,00:19:55
2016-03-28,CR1851997,3951.0,133-833-5697,AA0110,35039.0,0.0,PS,AGENT,STEREN,13:40:58,13:51:33,00:10:35
2016-03-25,CR1850166,2407.0,413-537-6063,AA0107,35040.0,1.0,TT,AGENT,STEREN,11:56:43,12:07:45,00:11:02
2016-03-25,CR1850735,4432.0,212-210-3337,AA0105,35041.0,0.0,PS,AGENT,BASCH,09:38:26,09:49:13,00:10:47
2016-03-23,CR1847200,1218.0,447-202-5625,AA0104,35042.0,2.0,PS,AGENT,SHARON,09:47:24,09:59:43,00:12:19
2016-03-22,CR1844719,707.0,212-323-6386,AA0214,35046.0,1.0,PS,AGENT,BENSION,16:05:41,16:17:03,00:11:22
2016-03-21,CR1842420,160.0,708-775-5257,AA0105,35047.0,0.0,PS,AGENT,AVNI,16:43:16,16:49:41,00:06:25
2016-03-18,CR1838896,3818.0,617-152-2948,AA0106,35048.0,0.0,PS,AGENT,AVNI,15:45:59,15:54:28,00:08:29
2016-03-18,CR1839458,210.0,551-696-8238,AA0109,35049.0,2.0,NE,AGENT,ZOHARI,16:05:12,16:07:47,00:02:35
2016-03-18,CR1839901,2093.0,508-345-1895,AA0106,35050.0,0.0,PS,AGENT,MICHAL,14:27:26,14:38:00,00:10:34
2016-03-17,CR1836933,845.0,936-150-1941,AA0203,35051.0,0.0,NW,AGENT,DARMON,13:08:52,13:09:45,00:00:53
2016-03-17,CR1837085,747.0,591-921-4518,AA0109,35052.0,2.0,PS,AGENT,MORIAH,12:16:08,12:27:39,00:11:31
2016-03-16,CR1834990,9274.0,612-899-3664,AA0115,35053.0,0.0,PS,AGENT,DARMON,14:47:41,15:01:45,00:14:04
2016-03-16,CR1835194,1368.0,781-694-5236,AA0205,35054.0,1.0,PS,AGENT,KAZAV,10:59:06,11:16:08,00:17:02
2016-03-15,CR1832300,769.0,863-166-6167,AA0115,35055.0,0.0,PS,AGENT,MIKI,14:52:34,15:00:29,00:07:55
2016-03-14,CR1830837,2765.0,915-779-5619,AA0109,35056.0,1.0,PS,AGENT,SHLOMO,09:35:52,09:55:22,00:19:30
2016-03-14,CR1830442,3450.0,359-216-4841,AA0205,35057.0,2.0,PS,AGENT,AVIDAN,15:54:15,15:58:17,00:04:02
2016-03-14,CR1830801,10096.0,212-401-9289,AA0209,35058.0,2.0,PS,AGENT,KAZAV,16:23:23,16:33:53,00:10:30
2016-03-11,CR1828807,3221.0,807-180-9256,AA0215,35059.0,1.0,NE,AGENT,ZOHARI,12:51:15,13:05:31,00:14:16
2016-03-11,CR1828455,2571.0,640-195-3963,AA0213,35060.0,2.0,PS,AGENT,GILI,16:21:28,16:39:55,00:18:27
2016-03-09,CR1824694,1613.0,716-782-1638,AA0209,35061.0,2.0,PS,AGENT,STEREN,11:15:09,11:15:29,00:00:20
2016-03-09,CR1825368,4336.0,582-923-4671,AA0105,35062.0,2.0,PS,AGENT,SHARON,12:46:34,12:47:46,00:01:12
2016-03-09,CR1823835,736.0,212-649-4482,AA0106,35063.0,0.0,PS,AGENT,IDIT,15:59:33,16:03:14,00:03:41
2016-03-08,CR1823190,1576.0,284-110-2969,AA0115,35064.0,0.0,PS,AGENT,KAZAV,14:03:18,14:10:43,00:07:25
2016-03-08,CR1823406,2374.0,617-989-0719,AA0202,35065.0,2.0,PS,AGENT,MICHAL,11:13:35,11:29:03,00:15:28
2016-03-07,CR1820146,4399.0,228-907-7540,AA0115,35066.0,0.0,NW,AGENT,YIFAT,15:54:01,16:12:51,00:18:50
2016-03-04,CR1816094,1532.0,238-720-6554,AA0213,35067.0,2.0,PS,AGENT,ANAT,14:03:14,14:06:32,00:03:18
2016-03-03,CR1814954,4063.0,508-308-4360,AA0203,35068.0,2.0,PS,AGENT,SHARON,09:19:58,09:20:51,00:00:53
2016-03-03,CR1814959,2200.0,590-287-8306,AA0112,35069.0,2.0,TT,AGENT,KAZAV,09:23:31,09:35:20,00:11:49
2016-03-02,CR1812983,937.0,212-257-3735,AA0206,35070.0,0.0,PS,AGENT,MIKI,12:39:34,12:49:30,00:09:56
2016-03-01,CR1810770,4785.0,239-670-4769,AA0210,35071.0,0.0,PS,AGENT,NO_SERVER,12:03:48,12:09:05,00:05:17
2016-02-29,CR1808168,5379.0,781-857-3640,AA0102,35073.0,0.0,NW,AGENT,IDIT,11:06:11,11:18:22,00:12:11
2016-02-27,CR1806751,11976.0,377-222-2183,AA0109,35074.0,0.0,NE,AGENT,ELI,14:25:37,14:33:20,00:07:43
2016-02-26,CR1805701,3606.0,463-576-8017,AA0205,35075.0,1.0,PS,AGENT,YITZ,16:02:51,16:10:21,00:07:30
2016-02-25,CR1804285,1350.0,212-183-9939,AA0202,35076.0,2.0,PS,AGENT,SHARON,09:38:30,09:58:27,00:19:57
2016-02-25,CR1803958,4116.0,594-833-6445,AA0213,35077.0,0.0,PS,AGENT,ANAT,10:22:17,10:28:19,00:06:02
2016-02-25,CR1804597,1642.0,781-114-6366,AA0103,35078.0,1.0,PS,AGENT,AVNI,10:15:38,10:18:25,00:02:47
2016-02-24,CR1803145,4524.0,315-318-5357,AA0104,35080.0,1.0,PS,AGENT,STEREN,15:34:10,15:47:18,00:13:08
2016-02-23,CR1799554,4298.0,996-111-9372,AA0213,35081.0,2.0,PS,AGENT,SHARON,13:03:25,13:10:15,00:06:50
2016-02-23,CR1800919,1366.0,525-399-7364,AA0204,35082.0,2.0,PS,AGENT,MORIAH,12:11:57,12:25:34,00:13:37
2016-02-22,CR1797247,4707.0,508-895-2190,AA0103,35083.0,0.0,PS,AGENT,ANAT,13:30:56,13:40:02,00:09:06
2016-02-22,CR1798389,2261.0,400-686-0553,AA0202,35084.0,0.0,NW,AGENT,SHARON,14:14:02,14:24:59,00:10:57
2016-02-19,CR1795675,2195.0,530-337-0174,AA0113,35085.0,2.0,NE,AGENT,AVNI,10:34:00,10:42:15,00:08:15
2016-02-19,CR1795301,3621.0,511-244-0212,AA0115,35086.0,0.0,NW,AGENT,MIKI,14:04:06,14:05:35,00:01:29
2016-02-18,CR1793870,5224.0,586-243-4486,AA0115,35087.0,0.0,PS,AGENT,BENSION,16:55:35,17:12:50,00:17:15
2016-02-18,CR1792662,6481.0,212-076-1095,AA0104,35088.0,0.0,PS,AGENT,AVNI,10:21:14,10:25:42,00:04:28
2016-02-17,CR1791658,6342.0,651-907-6500,AA0104,35089.0,0.0,PS,AGENT,AVNI,16:57:24,17:10:34,00:13:10
2016-02-17,CR1791989,3852.0,563-310-1401,AA0214,35090.0,0.0,PS,AGENT,SHARON,14:32:46,14:47:21,00:14:35
2016-02-17,CR1791021,3541.0,413-513-8461,AA0201,35091.0,2.0,PS,AGENT,SHLOMO,15:33:18,15:44:55,00:11:37
2016-02-17,CR1789307,451.0,723-418-4078,AA0109,35092.0,0.0,NW,AGENT,MIKI,13:58:48,14:10:32,00:11:44
2016-02-17,CR1791561,1529.0,184-946-5589,AA0109,35093.0,2.0,PS,AGENT,SHARON,12:42:35,12:43:42,00:01:07
2016-02-16,CR1789100,4068.0,637-423-9611,AA0210,35094.0,0.0,NW,AGENT,YIFAT,13:53:02,13:55:46,00:02:44
2016-02-16,CR1789940,1336.0,212-936-0483,AA0210,35095.0,2.0,PS,AGENT,IDIT,10:04:18,10:19:11,00:14:53
2016-02-12,CR1786355,4524.0,315-318-5357,AA0107,35096.0,1.0,TT,AGENT,IDIT,09:41:03,09:44:33,00:03:30
2016-02-11,CR1784705,3629.0,713-412-9036,AA0102,35097.0,0.0,NW,AGENT,MIKI,11:30:58,11:45:47,00:14:49
2016-02-10,CR1782186,4540.0,978-977-9774,AA0205,35100.0,2.0,PS,AGENT,SHARON,10:06:16,10:14:31,00:08:15
2016-02-09,CR1779512,12051.0,213-809-7626,AA0102,35101.0,2.0,NE,AGENT,BASCH,12:41:30,12:43:30,00:02:00
2016-02-09,CR1780156,1811.0,212-475-9752,AA0215,35102.0,0.0,NW,AGENT,MORIAH,14:16:23,14:25:30,00:09:07
2016-02-04,CR1773665,1446.0,913-909-5355,AA0110,35105.0,0.0,PS,AGENT,AVIDAN,11:12:19,11:27:51,00:15:32
2016-02-03,CR1770754,809.0,253-195-5933,AA0209,35106.0,1.0,PS,AGENT,AVIDAN,14:22:24,14:24:41,00:02:17
2016-02-02,CR1769491,1192.0,163-100-9639,AA0213,35107.0,0.0,NW,AGENT,ZOHARI,13:10:46,13:14:58,00:04:12
2016-01-29,CR1764386,3882.0,650-075-0007,AA0109,35108.0,0.0,NW,AGENT,DORIT,13:24:41,13:25:42,00:01:01
2016-01-28,CR1761797,3555.0,373-686-1409,AA0209,35109.0,0.0,PS,AGENT,TOVA,16:40:44,16:50:57,00:10:13
2016-01-27,CR1760505,13640.0,944-841-4971,AA0205,35110.0,0.0,PS,AGENT,TOVA,15:52:05,15:59:38,00:07:33
2016-01-27,CR1760808,4652.0,300-424-8103,AA0101,35111.0,0.0,NW,AGENT,MORIAH,13:04:10,13:23:43,00:19:33
2016-01-27,CR1761445,10475.0,413-129-7278,AA0215,35112.0,0.0,NE,AGENT,ZOHARI,11:32:28,11:50:30,00:18:02
2016-01-25,CR1755680,2027.0,240-836-5112,AA0204,35113.0,0.0,NE,AGENT,SHARON,15:22:25,15:33:53,00:11:28
2016-01-25,CR1756553,4134.0,212-526-8214,AA0213,35114.0,0.0,PS,AGENT,AVIDAN,14:46:21,14:53:00,00:06:39
2016-01-25,CR1756863,1216.0,617-073-4821,AA0210,35115.0,1.0,PS,AGENT,DARMON,09:30:02,09:41:37,00:11:35
2016-01-22,CR1754761,1966.0,712-885-1562,AA0104,35116.0,0.0,PS,AGENT,KAZAV,10:22:23,10:24:40,00:02:17
2016-01-22,CR1753036,1915.0,351-930-7996,AA0213,35117.0,0.0,NW,AGENT,MICHAL,12:32:42,12:41:22,00:08:40
2016-01-21,CR1751982,602.0,617-410-5168,AA0104,35118.0,0.0,PS,AGENT,YITZ,11:11:32,11:25:06,00:13:34
2016-01-21,CR1751146,12324.0,948-280-0704,AA0214,35119.0,0.0,NW,AGENT,IDIT,11:02:16,11:15:10,00:12:54
2016-01-20,CR1750377,4529.0,652-722-6771,AA0202,35121.0,0.0,NW,AGENT,YITZ,11:12:34,11:12:49,00:00:15
2016-01-20,CR1749949,5873.0,267-635-5608,AA0215,35122.0,0.0,PS,AGENT,ZOHARI,11:54:55,12:00:08,00:05:13
2016-01-15,CR1745068,621.0,790-326-5177,AA0115,35123.0,2.0,PS,AGENT,BASCH,10:58:32,11:00:07,00:01:35
2016-01-14,CR1741083,1448.0,716-860-1608,AA0204,35124.0,0.0,PS,AGENT,MORIAH,09:49:45,10:04:57,00:15:12
2016-01-13,CR1742892,940.0,623-026-1533,AA0205,35125.0,0.0,PS,AGENT,IDIT,11:20:18,11:27:36,00:07:18
2016-01-13,CR1742871,49.0,492-103-4485,AA0102,35126.0,0.0,NW,AGENT,AVNI,14:48:30,15:07:37,00:19:07
2016-01-13,CR1742312,1260.0,508-827-1350,AA0209,35127.0,0.0,NW,AGENT,MORIAH,14:04:40,14:06:40,00:02:00
2016-01-13,CR1742444,6112.0,474-506-7854,AA0103,35128.0,0.0,NW,AGENT,YIFAT,12:00:59,12:12:02,00:11:03
2016-01-12,CR1737803,2726.0,212-305-5046,AA0105,35129.0,0.0,NW,AGENT,MIKI,15:03:43,15:06:54,00:03:11
2016-01-12,CR1737813,2186.0,508-340-2277,AA0110,35131.0,0.0,PS,AGENT,ANAT,10:38:48,10:48:08,00:09:20
2016-01-12,CR1737765,1673.0,508-379-6932,AA0202,35132.0,0.0,NW,AGENT,BENSION,16:38:15,16:43:09,00:04:54
2016-01-11,CR1736566,3925.0,770-934-4149,AA0206,35133.0,2.0,PS,AGENT,YITZ,14:29:57,14:47:07,00:17:10
2016-01-08,CR1734751,4504.0,157-880-3295,AA0214,35135.0,2.0,PS,AGENT,AVNI,16:30:41,16:34:22,00:03:41
2016-01-08,CR1731630,12344.0,184-509-6210,AA0204,35136.0,0.0,NE,AGENT,ZOHARI,10:42:33,10:50:41,00:08:08
2016-01-07,CR1731727,2119.0,404-905-9000,AA0115,35137.0,0.0,PS,AGENT,DARMON,11:10:08,11:20:47,00:10:39
2016-01-04,CR1726351,1901.0,631-072-7793,AA0214,35139.0,1.0,PS,AGENT,TOVA,13:09:06,13:18:04,00:08:58
2016-01-04,CR1725868,3929.0,955-203-4261,AA0215,35140.0,0.0,PS,AGENT,NO_SERVER,12:24:34,12:33:11,00:08:37
2015-12-31,CR1724373,322.0,103-492-9893,AA0204,35141.0,1.0,PS,AGENT,IDIT,16:10:12,16:14:29,00:04:17
2015-12-31,CR1723324,4124.0,297-691-6625,AA0102,35142.0,0.0,PS,AGENT,AVNI,09:32:10,09:44:11,00:12:01
2015-12-31,CR1723704,762.0,305-963-7179,AA0109,35143.0,2.0,NE,AGENT,ZOHARI,10:39:26,10:49:02,00:09:36
2015-12-31,CR1724079,4635.0,975-360-3055,AA0204,35144.0,0.0,PS,AGENT,DORIT,10:08:35,10:26:24,00:17:49
2015-12-30,CR1721831,4576.0,103-508-0451,AA0101,35145.0,0.0,PS,AGENT,KAZAV,16:42:04,16:55:27,00:13:23
2015-12-30,CR1721759,2405.0,832-945-3518,AA0203,35146.0,0.0,NE,AGENT,NAAMA,14:45:15,15:05:14,00:19:59
2015-12-29,CR1720544,3331.0,280-084-9010,AA0201,35147.0,2.0,PS,AGENT,YITZ,13:58:02,14:18:10,00:20:08
2015-12-28,CR1719135,3877.0,782-548-4080,AA0213,35148.0,0.0,PS,AGENT,DORIT,09:02:24,09:06:46,00:04:22
2015-12-24,CR1716531,799.0,428-598-3924,AA0102,35149.0,2.0,PS,AGENT,YITZ,09:27:30,09:37:23,00:09:53
2015-12-24,CR1715998,3848.0,900-587-9306,AA0206,35150.0,0.0,PS,AGENT,MICHAL,16:51:56,17:10:57,00:19:01
2015-12-24,CR1714350,4562.0,949-455-4814,AA0104,35151.0,0.0,PS,AGENT,YITZ,11:30:07,11:43:55,00:13:48
2015-12-21,CR1710228,6042.0,523-783-5828,AA0213,35153.0,1.0,PS,AGENT,GILI,10:21:52,10:40:22,00:18:30
2015-12-21,CR1709931,2988.0,869-628-6012,AA0206,35154.0,0.0,NW,AGENT,ZOHARI,12:12:42,12:17:32,00:04:50
2015-12-18,CR1709512,9641.0,751-672-5553,AA0102,35155.0,1.0,PS,AGENT,TOVA,11:43:43,11:47:32,00:03:49
2015-12-18,CR1708095,2760.0,601-853-1510,AA0203,35157.0,2.0,PS,AGENT,AVIDAN,10:43:26,10:45:24,00:01:58
2015-12-18,CR1708746,4528.0,463-191-1159,AA0106,35158.0,1.0,NE,AGENT,YITZ,15:41:00,15:42:11,00:01:11
2015-12-18,CR1708760,1838.0,456-252-6384,AA0109,35159.0,0.0,PS,AGENT,DARMON,16:13:02,16:21:42,00:08:40
2015-12-17,CR1706630,1936.0,325-745-9314,AA0213,35161.0,1.0,PS,AGENT,MORIAH,11:06:26,11:18:33,00:12:07
2015-12-16,CR1707167,1749.0,716-219-5759,AA0108,35162.0,0.0,TT,AGENT,ANAT,09:32:05,09:46:35,00:14:30
2015-12-16,CR1707326,12181.0,212-628-5234,AA0209,35163.0,0.0,NW,AGENT,MICHAL,10:16:11,10:29:55,00:13:44
2015-12-15,CR1697075,3500.0,934-693-6070,AA0203,35164.0,0.0,NW,AGENT,IDIT,09:53:38,10:03:39,00:10:01
2015-12-15,CR1697033,1967.0,212-740-9349,AA0202,35165.0,0.0,NW,AGENT,SHARON,16:34:02,16:38:58,00:04:56
2015-12-15,CR1696972,13556.0,972-899-2655,AA0103,35166.0,2.0,NE,AGENT,DARMON,11:54:26,11:59:34,00:05:08
2015-12-14,CR1695189,4929.0,535-005-3114,AA0102,35168.0,1.0,PS,AGENT,MORIAH,13:04:37,13:09:47,00:05:10
2015-12-11,CR1693501,5253.0,978-411-8811,AA0103,35169.0,1.0,PS,AGENT,TOVA,10:10:32,10:10:41,00:00:09
2015-12-10,CR1691760,2590.0,337-346-6323,AA0106,35170.0,0.0,NW,AGENT,BASCH,13:32:26,13:49:54,00:17:28
2015-12-09,CR1689921,160.0,708-775-5257,AA0115,35171.0,2.0,NW,AGENT,AVNI,13:25:36,13:26:50,00:01:14
2015-12-08,CR1687003,2980.0,139-555-3887,AA0203,35173.0,0.0,PS,AGENT,YIFAT,12:23:44,12:38:01,00:14:17
2015-12-08,CR1687846,1824.0,978-715-8876,AA0113,35175.0,0.0,NW,AGENT,IDIT,10:49:29,10:55:18,00:05:49
2015-12-07,CR1685073,12738.0,221-308-3268,AA0214,35176.0,0.0,NW,AGENT,MIKI,12:55:12,13:11:40,00:16:28
2015-12-07,CR1685410,2900.0,117-688-7009,AA0108,35177.0,0.0,TT,AGENT,PINHAS,16:21:18,16:22:39,00:01:21
2015-12-07,CR1686560,3252.0,256-150-2133,AA0213,35180.0,0.0,PS,AGENT,NAAMA,14:22:23,14:31:34,00:09:11
2015-12-07,CR1685894,2637.0,561-204-2011,AA0115,35181.0,0.0,NW,AGENT,YIFAT,10:43:34,10:53:00,00:09:26
2015-12-04,CR1683408,1831.0,413-657-3854,AA0206,35182.0,0.0,PS,AGENT,BASCH,16:04:55,16:22:59,00:18:04
2015-12-03,CR1682281,724.0,617-019-9325,AA0111,35183.0,0.0,TT,AGENT,STEREN,12:38:16,12:56:39,00:18:23
2015-12-02,CR1680162,1469.0,787-256-7058,AA0201,35184.0,0.0,PS,AGENT,IDIT,09:18:50,09:34:52,00:16:02
2015-12-02,CR1679785,2291.0,394-787-2286,AA0109,35186.0,0.0,PS,AGENT,ANAT,14:20:19,14:30:03,00:09:44
2015-12-02,CR1681090,4329.0,998-054-4150,AA0210,35188.0,0.0,NW,AGENT,BASCH,09:05:44,09:23:02,00:17:18
2015-12-02,CR1680376,163.0,190-702-8786,AA0115,35189.0,2.0,PS,AGENT,MORIAH,16:23:25,16:34:44,00:11:19
2015-12-01,CR1678273,1375.0,978-210-7696,AA0101,35190.0,0.0,PS,AGENT,BENSION,10:51:31,11:01:07,00:09:36
2015-12-01,CR1677443,3590.0,586-323-8014,AA0209,35191.0,2.0,PS,AGENT,SHARON,15:49:49,16:08:29,00:18:40
2015-12-01,CR1677987,3178.0,149-790-2738,AA0109,35192.0,2.0,NE,AGENT,SHARON,13:03:58,13:18:58,00:15:00
2015-12-01,CR1678013,4025.0,342-872-6638,AA0213,35193.0,0.0,PS,AGENT,IDIT,12:38:16,12:40:28,00:02:12
2015-11-30,CR1675522,1885.0,658-795-2335,AA0215,35194.0,0.0,NW,AGENT,STEREN,16:46:27,17:00:53,00:14:26
2015-11-30,CR1676467,934.0,880-639-6482,AA0111,35195.0,1.0,TT,AGENT,MIKI,09:55:12,09:58:46,00:03:34
2015-11-28,CR1674294,1174.0,848-352-5548,AA0215,35196.0,1.0,PS,AGENT,AVNI,10:08:09,10:09:05,00:00:56
2015-11-27,CR1673770,3980.0,212-681-7827,AA0109,35197.0,0.0,NW,AGENT,MORIAH,14:41:39,14:59:18,00:17:39
2015-11-25,CR1672203,2203.0,107-675-0031,AA0104,35199.0,0.0,NW,AGENT,AVNI,09:00:48,09:03:11,00:02:23
2015-11-25,CR1672204,3530.0,609-391-1588,AA0115,35200.0,0.0,PS,AGENT,ANAT,14:43:13,15:03:38,00:20:25
2015-11-23,CR1667372,873.0,781-894-1475,AA0109,35201.0,0.0,NW,AGENT,BASCH,13:59:13,14:19:35,00:20:22
2015-11-20,CR1665925,3815.0,672-981-4088,AA0105,35202.0,1.0,PS,AGENT,GILI,10:13:35,10:25:13,00:11:38
2015-11-19,CR1664037,2947.0,726-986-0903,AA0204,35204.0,0.0,NW,AGENT,BENSION,12:31:55,12:39:45,00:07:50
2015-11-19,CR1663434,1275.0,212-977-4972,AA0115,35205.0,1.0,PE,AGENT,YITZ,09:28:27,09:39:20,00:10:53
2015-11-18,CR1661077,155.0,717-989-7187,AA0205,35207.0,0.0,PS,AGENT,TOVA,15:29:29,15:48:14,00:18:45
2015-11-18,CR1662194,4655.0,608-853-8795,AA0203,35208.0,0.0,NE,AGENT,ELI,15:24:38,15:35:29,00:10:51
2015-11-17,CR1659903,2571.0,640-195-3963,AA0110,35209.0,0.0,PS,AGENT,GILI,16:05:38,16:18:02,00:12:24
2015-11-17,CR1659881,12599.0,924-584-8267,AA0202,35210.0,0.0,NW,AGENT,SHARON,10:40:54,10:59:36,00:18:42
2015-11-17,CR1660043,5254.0,985-308-4738,AA0110,35211.0,0.0,PS,AGENT,MORIAH,10:43:23,10:56:14,00:12:51
2015-11-17,CR1659490,1979.0,413-656-4315,AA0204,35212.0,1.0,PS,AGENT,YITZ,16:37:27,16:55:19,00:17:52
2015-11-17,CR1660469,1909.0,388-035-7021,AA0202,35213.0,0.0,PS,AGENT,SHLOMO,15:15:00,15:15:46,00:00:46
2015-11-16,CR1659937,4141.0,617-205-9803,AA0105,35214.0,2.0,PS,AGENT,STEREN,11:07:28,11:07:30,00:00:02
2015-11-16,CR1657655,123.0,907-536-0022,AA0115,35215.0,0.0,PS,AGENT,BENSION,11:31:54,11:49:25,00:17:31
2015-11-16,CR1657410,169.0,441-222-0909,AA0214,35216.0,0.0,NW,AGENT,YIFAT,13:12:29,13:25:45,00:13:16
2015-11-13,CR1653597,774.0,478-015-9888,AA0201,35217.0,0.0,NW,AGENT,AVNI,12:07:43,12:14:09,00:06:26
2015-11-13,CR1654790,2362.0,617-876-1247,AA0101,35218.0,0.0,PS,AGENT,TOVA,15:10:28,15:13:23,00:02:55
2015-11-10,CR1649584,472.0,395-986-3749,AA0111,35220.0,1.0,TT,AGENT,YIFAT,12:04:12,12:07:08,00:02:56
2015-11-09,CR1646504,3803.0,212-663-1882,AA0106,35221.0,0.0,PS,AGENT,ANAT,10:03:42,10:06:05,00:02:23
2015-11-09,CR1647391,4690.0,343-222-6248,AA0101,35223.0,0.0,PS,AGENT,BENSION,09:33:03,09:51:39,00:18:36
2015-11-06,CR1643543,3510.0,952-764-8672,AA0204,35224.0,0.0,PS,AGENT,NO_SERVER,13:15:27,13:29:09,00:13:42
2015-11-05,CR1641594,6039.0,212-418-1613,AA0201,35225.0,2.0,PS,AGENT,TOVA,12:52:35,13:09:54,00:17:19
2015-11-04,CR1639078,4222.0,781-768-0826,AA0109,35226.0,2.0,PS,AGENT,TOVA,09:25:07,09:36:50,00:11:43
2015-11-04,CR1640757,12221.0,781-901-0257,AA0103,35227.0,0.0,NW,AGENT,AVNI,15:22:42,15:39:14,00:16:32
2015-11-03,CR1638396,1760.0,315-133-2228,AA0104,35231.0,2.0,PS,AGENT,TOVA,15:32:41,15:52:25,00:19:44
2015-11-02,CR1635576,6342.0,651-907-6500,AA0115,35233.0,2.0,PS,AGENT,MICHAL,14:16:24,14:28:37,00:12:13
2015-11-02,CR1635615,859.0,212-611-9119,AA0210,35234.0,2.0,PS,AGENT,ZOHARI,16:22:49,16:40:52,00:18:03
2015-11-02,CR1636310,2623.0,961-346-1802,AA0202,35235.0,2.0,PS,AGENT,STEREN,13:59:21,14:06:51,00:07:30
2015-10-29,CR1631157,1522.0,320-556-8935,AA0214,35236.0,0.0,PS,AGENT,IDIT,14:50:58,15:04:15,00:13:17
2015-10-28,CR1629794,559.0,623-188-8766,AA0214,35238.0,0.0,PS,AGENT,SHARON,14:35:03,14:49:04,00:14:01
2015-10-27,CR1626065,3329.0,483-649-2485,AA0104,35239.0,0.0,NW,AGENT,IDIT,10:00:32,10:16:40,00:16:08
2015-10-27,CR1627329,3146.0,212-350-4005,AA0106,35240.0,2.0,PS,AGENT,MORIAH,13:31:02,13:48:45,00:17:43
2015-10-27,CR1625857,5164.0,617-850-7472,AA0205,35241.0,2.0,PS,AGENT,SHARON,12:49:51,13:04:17,00:14:26
2015-10-26,CR1624041,3655.0,617-742-8357,AA0204,35242.0,0.0,NE,AGENT,AVIDAN,10:19:59,10:29:21,00:09:22
2015-10-26,CR1624892,2642.0,423-959-7705,AA0101,35243.0,0.0,NW,AGENT,BENSION,09:26:34,09:41:34,00:15:00
2015-10-23,CR1621272,6001.0,781-783-8545,AA0209,35245.0,0.0,NW,AGENT,YIFAT,11:04:42,11:10:12,00:05:30
2015-10-22,CR1619938,298.0,617-222-8348,AA0106,35247.0,2.0,PS,AGENT,YIFAT,09:06:07,09:13:42,00:07:35
2015-10-22,CR1620269,1013.0,703-040-3412,AA0104,35248.0,2.0,PS,AGENT,DORIT,14:26:30,14:27:04,00:00:34
2015-10-21,CR1617821,1849.0,508-560-1374,AA0110,35250.0,2.0,PS,AGENT,GILI,12:19:54,12:36:34,00:16:40
2015-10-19,CR1612994,5046.0,212-975-7785,AA0204,35251.0,0.0,PS,AGENT,NO_SERVER,13:01:18,13:09:00,00:07:42
2015-10-19,CR1613142,6114.0,712-161-2640,AA0104,35252.0,0.0,NE,AGENT,ELI,09:01:48,09:08:46,00:06:58
2015-10-16,CR1610051,3735.0,931-051-0139,AA0115,35254.0,1.0,PS,AGENT,AVNI,11:09:48,11:12:33,00:02:45
2015-10-16,CR1610600,2315.0,966-555-5193,AA0105,35255.0,0.0,PS,AGENT,NAAMA,15:45:22,15:52:17,00:06:55
2015-10-16,CR1611334,2761.0,212-327-1969,AA0101,35256.0,2.0,PS,AGENT,SHARON,09:18:27,09:29:17,00:10:50
2015-10-14,CR1606089,3241.0,374-578-0855,AA0103,35257.0,2.0,PS,AGENT,AVIDAN,10:42:08,10:52:15,00:10:07
2015-10-14,CR1606218,4383.0,162-575-3696,AA0115,35258.0,0.0,PS,AGENT,BENSION,14:34:14,14:47:24,00:13:10
2015-10-14,CR1605476,993.0,305-867-9852,AA0204,35259.0,0.0,PS,AGENT,BENSION,11:45:34,11:48:25,00:02:51
2015-10-14,CR1606177,686.0,851-540-0485,AA0209,35260.0,2.0,PS,AGENT,ZOHARI,12:44:47,12:58:23,00:13:36
2015-10-13,CR1604777,3793.0,111-828-4630,AA0104,35261.0,0.0,NW,AGENT,YIFAT,09:50:21,10:06:38,00:16:17
2015-10-13,CR1603993,3120.0,585-648-5675,AA0203,35262.0,0.0,PS,AGENT,TOVA,13:41:17,13:56:55,00:15:38
2015-10-13,CR1604622,3015.0,930-562-0448,AA0103,35263.0,2.0,PS,AGENT,AVIDAN,14:19:41,14:24:28,00:04:47
2015-10-08,CR1598361,4320.0,767-404-9454,AA0109,35265.0,0.0,PS,AGENT,IDIT,14:38:19,14:42:24,00:04:05
2015-10-08,CR1599074,4352.0,414-332-5452,AA0214,35266.0,1.0,PS,AGENT,STEREN,16:21:35,16:22:27,00:00:52
2015-10-07,CR1597859,5107.0,716-212-2426,AA0110,35267.0,0.0,NW,AGENT,YIFAT,10:31:44,10:46:42,00:14:58
2015-10-06,CR1594577,4659.0,567-383-9205,AA0215,35270.0,2.0,PS,AGENT,YITZ,10:59:13,11:07:07,00:07:54
2015-10-05,CR1592361,6039.0,212-418-1613,AA0105,35271.0,1.0,PS,AGENT,IDIT,10:00:28,10:08:15,00:07:47
2015-10-05,CR1592376,1877.0,206-175-2272,AA0201,35272.0,2.0,NE,AGENT,NAAMA,14:13:48,14:21:20,00:07:32
